,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_lr,param_max_epochs,param_module__activation_fct,param_module__channel_list,param_module__conv_type,param_module__dropout,param_module__fc_hidden_layers,param_module__preprocess,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
1,401.6794282595317,29.715680465744835,0.12233940760294597,0.0012437940626381521,32,0.0001,2000,prelu,"[(66, None), (66, 11), (66, 11)]",temporal,0.46369952071874415,"[1936, 128]",LSC,"{'batch_size': 32, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(66, None), (66, 11), (66, 11)], 'module__conv_type': 'temporal', 'module__dropout': 0.46369952071874415, 'module__fc_hidden_layers': [1936, 128], 'module__preprocess': 'LSC'}",0.9174311926605505,0.9081163859111792,0.8989280245022971,0.9081632653061225,0.007554920670107071,1,0.9800918836140888,0.9808722264728386,0.9778117827084928,0.97959196426514,0.0012984653827424542
28,391.8775825500488,17.35865351130898,0.07380286852518718,0.008501742793854117,32,0.0001,2000,prelu,"[(38, None), (24, 1)]",temporal,0.6140147237090715,"[1936, 256]",LSC,"{'batch_size': 32, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(38, None), (24, 1)], 'module__conv_type': 'temporal', 'module__dropout': 0.6140147237090715, 'module__fc_hidden_layers': [1936, 256], 'module__preprocess': 'LSC'}",0.918960244648318,0.9065849923430321,0.8836140888208269,0.9030612244897959,0.014645198478190428,2,0.9762633996937213,0.9801071155317521,0.9801071155317521,0.9788258769190752,0.0018119450226837992
26,308.59026551246643,21.84951525870094,0.08211374282836914,0.0004701902520620762,32,0.0001,2000,prelu,"[(22, None), (22, 11), (11, 11)]",regular,0.4624214684511159,"[1936, 256]",LSC,"{'batch_size': 32, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(22, None), (22, 11), (11, 11)], 'module__conv_type': 'regular', 'module__dropout': 0.4624214684511159, 'module__fc_hidden_layers': [1936, 256], 'module__preprocess': 'LSC'}",0.9113149847094801,0.9050535987748851,0.8836140888208269,0.9,0.01186095060255019,3,0.9732006125574273,0.9785768936495792,0.9762815608263198,0.9760196890111087,0.002202654796854474
24,311.2857255935669,3.900305585406033,0.1140278975168864,0.0004697406856876018,32,0.0001,2000,prelu,"[(55, None), (22, 11), (22, 11), (11, 11)]",regular,0.2961641021649503,"[1936, 128]",LSC,"{'batch_size': 32, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(55, None), (22, 11), (22, 11), (11, 11)], 'module__conv_type': 'regular', 'module__dropout': 0.2961641021649503, 'module__fc_hidden_layers': [1936, 128], 'module__preprocess': 'LSC'}",0.908256880733945,0.891271056661562,0.8805513016845329,0.8933673469387755,0.01140882472177124,4,0.9693721286370597,0.973221117061974,0.9739862280030605,0.972193157900698,0.0020190762356038883
19,532.3061225414276,28.35798261016055,0.14029169082641602,0.0009403805041241524,32,0.0001,2000,prelu,"[(33, None), (11, 11), (22, 11), (22, 11), (55, 11)]",regular,0.44714942170261834,"[1936, 128]",LSC,"{'batch_size': 32, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(33, None), (11, 11), (22, 11), (22, 11), (55, 11)], 'module__conv_type': 'regular', 'module__dropout': 0.44714942170261834, 'module__fc_hidden_layers': [1936, 128], 'module__preprocess': 'LSC'}",0.900611620795107,0.9081163859111792,0.8698315467075038,0.8928571428571429,0.016561265718498308,5,0.9716692189892803,0.9724560061208876,0.9709257842387146,0.9716836697829608,0.0006247940307273362
13,508.01594281196594,41.750535581777136,0.12998541196187338,0.010995906166287865,32,0.0001,2000,prelu,"[(51, None), (29, 1), (26, 1), (4, 1)]",regular,0.4292496245257051,"[1936, 64]",LSC,"{'batch_size': 32, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(51, None), (29, 1), (26, 1), (4, 1)], 'module__conv_type': 'regular', 'module__dropout': 0.4292496245257051, 'module__fc_hidden_layers': [1936, 64], 'module__preprocess': 'LSC'}",0.908256880733945,0.8836140888208269,0.8790199081163859,0.8903061224489796,0.01284046519352046,6,0.9724349157733537,0.9747513389441469,0.9739862280030605,0.9737241609068538,0.0009636608838979795
2,455.0745116869609,73.21662307671095,0.14494546254475912,0.007521976152268014,32,0.0001,2000,prelu,"[(19, None), (57, 1), (16, 1), (38, 1), (18, 1)]",regular,0.3802836747647765,"[1936, 64]",LSC,"{'batch_size': 32, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(19, None), (57, 1), (16, 1), (38, 1), (18, 1)], 'module__conv_type': 'regular', 'module__dropout': 0.3802836747647765, 'module__fc_hidden_layers': [1936, 64], 'module__preprocess': 'LSC'}",0.8761467889908257,0.8836140888208269,0.8973966309341501,0.8857142857142857,0.008802396147925213,7,0.9678407350689127,0.973221117061974,0.9739862280030605,0.9716826933779824,0.0027345726569874248
0,522.8175863424937,35.441837657680665,0.12499888737996419,0.006829265576228837,32,0.0001,2000,prelu,"[(22, None), (66, 11), (22, 11), (11, 11)]",regular,0.49862987706154366,"[1936, 128]",LSC,"{'batch_size': 32, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(22, None), (66, 11), (22, 11), (11, 11)], 'module__conv_type': 'regular', 'module__dropout': 0.49862987706154366, 'module__fc_hidden_layers': [1936, 128], 'module__preprocess': 'LSC'}",0.8960244648318043,0.8805513016845329,0.8652373660030628,0.8806122448979592,0.012570453653282326,8,0.9754977029096478,0.96327467482785,0.9755164498852333,0.971429609207577,0.005766414479004772
25,577.4211672147115,60.49467500726112,0.16921416918436685,0.0009404366848100524,32,0.0001,2000,prelu,"[(44, None), (66, 11), (22, 11), (66, 11), (66, 11), (66, 11)]",regular,0.42830222948299407,"[1936, 256]",LSC,"{'batch_size': 32, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(44, None), (66, 11), (22, 11), (66, 11), (66, 11), (66, 11)], 'module__conv_type': 'regular', 'module__dropout': 0.42830222948299407, 'module__fc_hidden_layers': [1936, 256], 'module__preprocess': 'LSC'}",0.8899082568807339,0.8973966309341501,0.8499234303215927,0.8790816326530613,0.020835629796323765,9,0.9732006125574273,0.9724560061208876,0.964804896710023,0.9701538384627794,0.0037944690530752486
5,1088.1272644996643,90.90854456742778,0.1666268507639567,0.007363841181814838,32,0.0001,2000,prelu,"[(9, None), (49, 1), (16, 1), (63, 1), (25, 1), (42, 1)]",regular,0.5222189569699944,"[1936, 64]",LSC,"{'batch_size': 32, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(9, None), (49, 1), (16, 1), (63, 1), (25, 1), (42, 1)], 'module__conv_type': 'regular', 'module__dropout': 0.5222189569699944, 'module__fc_hidden_layers': [1936, 64], 'module__preprocess': 'LSC'}",0.8776758409785933,0.888208269525268,0.8591117917304747,0.875,0.012025572394291976,10,0.9670750382848392,0.9663351185921959,0.96327467482785,0.965561610568295,0.0016450788428084495
7,558.1981779734293,56.840686412818094,0.17566959063212076,0.007429504367735615,32,0.0001,2000,prelu,"[(21, None), (63, 1), (29, 1), (48, 1), (20, 1), (12, 1)]",regular,0.33316779669505603,"[1936, 128]",LSC,"{'batch_size': 32, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(21, None), (63, 1), (29, 1), (48, 1), (20, 1), (12, 1)], 'module__conv_type': 'regular', 'module__dropout': 0.33316779669505603, 'module__fc_hidden_layers': [1936, 128], 'module__preprocess': 'LSC'}",0.8623853211009175,0.877488514548239,0.8606431852986217,0.8668367346938776,0.007562590191257835,11,0.9632465543644717,0.9747513389441469,0.9709257842387146,0.969641225849111,0.004783832825145443
12,325.53321917851764,8.398836168051776,0.13929430643717447,0.00047013408649250444,32,0.0001,2000,prelu,"[(11, None), (64, 1), (16, 1), (34, 1), (11, 1)]",regular,0.28883013367790683,"[1936, 256]",LSC,"{'batch_size': 32, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(11, None), (64, 1), (16, 1), (34, 1), (11, 1)], 'module__conv_type': 'regular', 'module__dropout': 0.28883013367790683, 'module__fc_hidden_layers': [1936, 256], 'module__preprocess': 'LSC'}",0.8562691131498471,0.8652373660030628,0.8759571209800919,0.8658163265306122,0.008049028139091757,12,0.9693721286370597,0.964804896710023,0.9770466717674062,0.9704078990381629,0.005051064533458515
