,rank_test_score,mean_test_score,std_test_score,param_max_epochs,param_batch_size,param_lr,param_module__dropout,param_module__activation_fct,param_module__preprocess,param_module__conv_type,param_module__channel_list,param_module__fc_hidden_layers,param_module__temporal_attention,mean_fit_time
2,1,0.9127551020408163,0.009961166862846458,2000,128,0.0001,0.4,prelu,,temporal,"[(300, 1), (300, 1), (300, 1), (300, 1), (300, 1), (300, 1), (300, 1), (300, 1)]",[128],,2041.647188981374
0,2,0.9122448979591836,0.012678111769947997,2000,128,0.0001,0.4,prelu,,temporal,"[(300, 1), (300, 1), (300, 1), (300, 1), (300, 1)]",[128],,1304.7337119579315
1,3,0.9056122448979592,0.006923085560325383,2000,128,0.0001,0.4,prelu,,temporal,"[(300, 1), (300, 1), (300, 1), (300, 1), (300, 1), (300, 1), (300, 1)]",[128],,1453.833716392517
3,4,0.8948979591836734,0.009778426526529615,2000,128,0.0001,0.4,prelu,,temporal,"[(300, 1), (300, 1), (300, 1), (300, 1), (300, 1), (300, 1), (300, 1), (300, 1), (300, 1)]",[128],,2308.5720040003457
