,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_lr,param_max_epochs,param_module__activation_fct,param_module__channel_list,param_module__conv_type,param_module__dropout,param_module__fc_hidden_layers,param_module__preprocess,param_module__temporal_attention,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
7,141.7691729068756,27.86153129337063,0.04923494656880697,0.0029250736541768544,128,0.0001,2000,prelu,"[(96, 6), (96, 6)]",regular,0.4,"[1024, 128]",,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(96, 6), (96, 6)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [1024, 128], 'module__preprocess': None, 'module__temporal_attention': None}",0.9051987767584098,0.9035222052067381,0.900459418070444,0.9030612244897959,0.0019623225821855856,10,0.9877488514548239,0.9762815608263198,0.9785768936495792,0.9808691019769076,0.004954146603371775
9,184.18812998135886,36.49710498507282,0.058812459309895836,0.002556303401792757,128,0.0001,2000,prelu,"[(96, 2), (96, 2), (96, 2), (96, 2)]",regular,0.4,"[1024, 128]",,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(96, 2), (96, 2), (96, 2), (96, 2)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [1024, 128], 'module__preprocess': None, 'module__temporal_attention': None}",0.908256880733945,0.9035222052067381,0.891271056661562,0.9010204081632653,0.007157213737935514,12,0.9839203675344563,0.9602142310635042,0.9755164498852333,0.9732170161610646,0.0098136222732735
19,239.36632903416952,38.70995283246882,0.03519845008850098,0.0007066573314229386,128,0.0001,2000,prelu,"[(66, 66)]",regular,0.4,"[1024, 128]",,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(66, 66)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [1024, 128], 'module__preprocess': None, 'module__temporal_attention': None}",0.8990825688073395,0.8958652373660031,0.892802450229709,0.8959183673469387,0.002564448912760027,13,0.947166921898928,0.944912012241775,0.9563886763580719,0.9494892034995916,0.004964755696182153
13,173.04514090220133,32.598085716061775,0.04045605659484863,0.001274671496973039,128,0.0001,2000,prelu,"[(66, 2)]",regular,0.4,"[1024, 128]",,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(66, 2)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [1024, 128], 'module__preprocess': None, 'module__temporal_attention': None}",0.900611620795107,0.891271056661562,0.891271056661562,0.8943877551020408,0.004404306131427392,14,0.9663093415007658,0.9533282325937261,0.9533282325937261,0.9576552688960726,0.006119353423659209
12,172.7867840131124,15.430573924911197,0.04326295852661133,0.0006705210749123883,128,0.0001,2000,prelu,"[(66, 1)]",regular,0.4,"[1024, 128]",,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(66, 1)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [1024, 128], 'module__preprocess': None, 'module__temporal_attention': None}",0.8914373088685015,0.8973966309341501,0.889739663093415,0.8928571428571429,0.0032826892147818296,15,0.9586523736600306,0.964804896710023,0.9617444529456771,0.9617339077719103,0.0025117680851927345
18,278.55147282282513,37.98267457175726,0.04132469495137533,0.001165760531016529,128,0.0001,2000,prelu,"[(66, 33)]",regular,0.4,"[1024, 128]",,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(66, 33)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [1024, 128], 'module__preprocess': None, 'module__temporal_attention': None}",0.882262996941896,0.900459418070444,0.888208269525268,0.8903061224489796,0.007576134389404668,16,0.947166921898928,0.9571537872991583,0.946442234123948,0.9502543144406781,0.004887626375960708
16,266.87457458178204,12.771785318302493,0.038799444834391274,0.00031321670613440584,128,0.0001,2000,prelu,"[(66, 11)]",regular,0.4,"[1024, 128]",,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(66, 11)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [1024, 128], 'module__preprocess': None, 'module__temporal_attention': None}",0.8776758409785933,0.8973966309341501,0.877488514548239,0.8841836734693878,0.009339710119184852,17,0.9486983154670751,0.9655700076511095,0.9502677888293802,0.9548453706491883,0.007610483592868434
17,264.14596303304035,43.9284482318117,0.04030442237854004,0.00026012861906155065,128,0.0001,2000,prelu,"[(66, 22)]",regular,0.4,"[1024, 128]",,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(66, 22)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [1024, 128], 'module__preprocess': None, 'module__temporal_attention': None}",0.8669724770642202,0.8958652373660031,0.8790199081163859,0.8806122448979592,0.01185049123782876,18,0.9318529862174579,0.9533282325937261,0.9640397857689365,0.9497403348600401,0.013382881452370562
14,184.15653109550476,33.15823669841267,0.03844896952311198,0.0008513360567085339,128,0.0001,2000,prelu,"[(66, 3)]",regular,0.4,"[1024, 128]",,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(66, 3)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [1024, 128], 'module__preprocess': None, 'module__temporal_attention': None}",0.8899082568807339,0.8805513016845329,0.8667687595712098,0.8790816326530613,0.009504800861955563,19,0.9578866768759571,0.9487375669472073,0.9242540168324407,0.9436260868852017,0.014198224694632234
15,171.12932936350504,20.492238823435095,0.03897770245869955,0.0016492528460083972,128,0.0001,2000,prelu,"[(66, 6)]",regular,0.4,"[1024, 128]",,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(66, 6)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [1024, 128], 'module__preprocess': None, 'module__temporal_attention': None}",0.8807339449541285,0.885145482388974,0.8698315467075038,0.8785714285714286,0.006434903400124429,20,0.945635528330781,0.9380260137719969,0.9441469013006886,0.9426028144678221,0.0032928539866059862
