,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_lr,param_max_epochs,param_module__activation_fct,param_module__channel_list,param_module__conv_type,param_module__dropout,param_module__fc_hidden_layers,param_module__preprocess,param_module__temporal_attention,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0,179.14801224072775,94.40937037222676,0.03777321179707845,0.0035827243010589636,128,0.0001,2000,prelu,"[(22, 1)]",regular,0.4,"[1024, 128]",,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(22, 1)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [1024, 128], 'module__preprocess': None, 'module__temporal_attention': None}",0.9128440366972477,0.9218989280245024,0.9035222052067381,0.9127551020408163,0.0075006156197121926,1,0.9839203675344563,0.9801071155317521,0.9824024483550114,0.9821433104737399,0.001567500566754673
3,140.8034009138743,7.143425677702248,0.038161675135294594,0.003679195824394545,128,0.0001,2000,prelu,"[(22, 22)]",regular,0.4,"[1024, 128]",,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(22, 22)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [1024, 128], 'module__preprocess': None, 'module__temporal_attention': None}",0.9067278287461774,0.9264931087289433,0.9050535987748851,0.9127551020408163,0.009734552190118926,1,0.9846860643185299,0.9801071155317521,0.9839326702371843,0.9829086166958221,0.0020046956942249045
1,116.9650350411733,8.070480698405671,0.03830552101135254,0.003914121673716696,128,0.0001,2000,prelu,"[(22, 2)]",regular,0.4,"[1024, 128]",,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(22, 2)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [1024, 128], 'module__preprocess': None, 'module__temporal_attention': None}",0.9036697247706422,0.9065849923430321,0.9127105666156202,0.9076530612244897,0.0037677871399644947,3,0.9831546707503829,0.9755164498852333,0.9778117827084928,0.9788276344480363,0.0031999552667448
2,136.33411145210266,13.346407720564496,0.03772163391113281,0.0010843205857134545,128,0.0001,2000,prelu,"[(22, 11)]",regular,0.4,"[1024, 128]",,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(22, 11)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [1024, 128], 'module__preprocess': None, 'module__temporal_attention': None}",0.9113149847094801,0.9127105666156202,0.8989280245022971,0.9076530612244897,0.0061934401703163675,3,0.9839203675344563,0.9808722264728386,0.9793420045906657,0.9813781995326535,0.0019030428904279857
5,139.39459904034933,13.937623318132477,0.05102181434631348,0.0003364106146007066,128,0.0001,2000,prelu,"[(96, 2), (96, 2)]",regular,0.4,"[1024, 128]",,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(96, 2), (96, 2)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [1024, 128], 'module__preprocess': None, 'module__temporal_attention': None}",0.908256880733945,0.9142419601837672,0.8989280245022971,0.9071428571428571,0.006299812457555561,5,0.9846860643185299,0.9770466717674062,0.9778117827084928,0.9798481729314763,0.003435136435207788
11,242.1212899684906,31.280812417228738,0.05604386329650879,0.0005336854196874111,128,0.0001,2000,prelu,"[(96, 6), (96, 6), (96, 6), (96, 6)]",regular,0.4,"[1024, 128]",,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(96, 6), (96, 6), (96, 6), (96, 6)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [1024, 128], 'module__preprocess': None, 'module__temporal_attention': None}",0.9113149847094801,0.9142419601837672,0.8943338437978561,0.9066326530612245,0.008775005224465046,6,0.9808575803981623,0.9785768936495792,0.9778117827084928,0.9790820855854113,0.001293737495429796
10,194.91949772834778,19.20194127128519,0.05265688896179199,0.0012876752832892415,128,0.0001,2000,prelu,"[(96, 3), (96, 3), (96, 3), (96, 3)]",regular,0.4,"[1024, 128]",,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(96, 3), (96, 3), (96, 3), (96, 3)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [1024, 128], 'module__preprocess': None, 'module__temporal_attention': None}",0.9113149847094801,0.9111791730474732,0.8943338437978561,0.9056122448979592,0.007972175277593804,7,0.9816232771822359,0.973221117061974,0.9785768936495792,0.9778070959645963,0.0034730884457960837
8,162.46928119659424,21.020075775820654,0.058253208796183266,0.0002086006188965124,128,0.0001,2000,prelu,"[(96, 1), (96, 1), (96, 1), (96, 1)]",regular,0.4,"[1024, 128]",,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(96, 1), (96, 1), (96, 1), (96, 1)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [1024, 128], 'module__preprocess': None, 'module__temporal_attention': None}",0.908256880733945,0.9127105666156202,0.891271056661562,0.9040816326530612,0.009235766066520323,8,0.9808575803981623,0.9693955623565417,0.9739862280030605,0.9747464569192549,0.004710125645908868
4,130.13280510902405,9.094543112787045,0.05354015032450358,0.0011964302840588453,128,0.0001,2000,prelu,"[(96, 1), (96, 1)]",regular,0.4,"[1024, 128]",,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(96, 1), (96, 1)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [1024, 128], 'module__preprocess': None, 'module__temporal_attention': None}",0.8929663608562691,0.9127105666156202,0.9050535987748851,0.9035714285714286,0.008129353431124023,9,0.9846860643185299,0.9747513389441469,0.9785768936495792,0.979338098970752,0.004091394808769473
6,133.90326754252115,23.22424120974437,0.04789996147155762,0.0030701480338823097,128,0.0001,2000,prelu,"[(96, 3), (96, 3)]",regular,0.4,"[1024, 128]",,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(96, 3), (96, 3)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [1024, 128], 'module__preprocess': None, 'module__temporal_attention': None}",0.8975535168195719,0.9157733537519143,0.8958652373660031,0.9030612244897959,0.009011795810367894,10,0.9846860643185299,0.9778117827084928,0.9762815608263198,0.9795931359511142,0.0036550270650061545
