,rank_test_score,mean_test_score,mean_train_score,std_test_score,std_train_score,param_max_epochs,param_batch_size,param_lr,param_module__dropout,param_module__activation_fct
2,1,"0,8892857142857142","0,9719367539533662","0,013181856191435793","0,0060149477272207225",600,8,0.0001,0.4,prelu
1,2,"0,888265306122449","0,9772962408798893","0,010249286839840208","0,0017995298768404664",600,8,0.0001,0.2,prelu
4,3,"0,8816326530612245","0,9742346254295694","0,008233940016206687","0,0003654621096455651",600,32,0.0001,0.2,prelu
5,4,"0,8765306122448979","0,9556149730531754","0,0094310082414562","0,007664581587983899",600,32,0.0001,0.4,prelu
0,5,"0,8704081632653061","0,9696439597830507","0,008788266890465581","0,0030722823185289055",600,8,0.0001,0,prelu
6,6,"0,8683673469387755","0,9357125198161391","0,019144652438553962","0,008693190792910277",600,128,0.0001,0,prelu
3,7,"0,8658163265306122","0,9655608294443123","0,01054572278498183","0,005728033169094915",600,32,0.0001,0,prelu
7,8,"0,8627551020408163","0,9318875509536938","0,009295348191876732","0,010323243519811792",600,128,0.0001,0.2,prelu
8,9,"0,8510204081632653","0,9025518539391887","0,011434192603926311","0,014244606566232219",600,128,0.0001,0.4,prelu
