,rank_test_score,mean_test_score,std_test_score,param_max_epochs,param_batch_size,param_lr,param_module__dropout,param_module__activation_fct,param_module__preprocess,param_module__conv_type,param_module__channel_list,param_module__fc_hidden_layers,param_module__temporal_attention,mean_fit_time
2,1,0.9045918367346939,0.008529265710585637,2000,128,0.0001,0.4,prelu,,temporal,"[(300, 1), (300, 1), (300, 1), (300, 1), (300, 1), (300, 1)]",[128],,1208.6949428717296
7,2,0.8346938775510204,0.004271427745780345,2000,128,0.0001,0.4,prelu,,temporal,"[(400, 1), (300, 1), (200, 1), (200, 1)]",[128],,917.6503816445669
1,3,0.8137755102040817,0.015914172701862288,2000,128,0.0001,0.4,prelu,,temporal,"[(300, 1), (300, 1), (300, 1), (300, 1)]",[128],,932.7725547949473
5,4,0.810204081632653,0.01402334308902611,2000,128,0.0001,0.4,prelu,,temporal,"[(300, 1), (300, 1), (300, 1), (300, 1)]",[128],,844.3735684553782
6,4,0.810204081632653,0.0053101556209126325,2000,128,0.0001,0.4,prelu,,temporal,"[(400, 1), (400, 1), (400, 1), (400, 1)]",[128],,1033.7193134625752
4,6,0.8086734693877551,0.005366802241770002,2000,128,0.0001,0.4,prelu,,temporal,"[(200, 1), (200, 1), (200, 1), (200, 1)]",[128],,571.8088346322378
3,7,0.7913265306122449,0.004933092781062611,2000,128,0.0001,0.4,prelu,,temporal,"[(100, 1), (100, 1), (100, 1), (100, 1)]",[128],,411.1517586708069
0,8,0.689795918367347,0.014276256597584233,2000,128,0.0001,0.4,prelu,,temporal,"[(300, 1), (300, 1), (300, 1)]",[128],,933.3559658527374
