,rank_test_score,mean_test_score,std_test_score,param_max_epochs,param_batch_size,param_lr,param_module__dropout,param_module__activation_fct,param_module__preprocess,param_module__conv_type,param_module__channel_list,param_module__fc_hidden_layers,param_module__temporal_attention,mean_fit_time
3,1,0.9193877551020408,0.00828932863243853,2000,64,0.0001,0.4,prelu,,regular,"[(22, 1)]","[1024, 128]",,120.4906033674876
5,2,0.9173469387755102,0.008138527735392444,2000,256,0.0001,0.4,prelu,,regular,"[(22, 1)]","[1024, 128]",,126.57779121398926
6,3,0.9142857142857143,0.006572943908258906,2000,512,0.0001,0.4,prelu,,regular,"[(22, 1)]","[1024, 128]",,181.1218559741974
0,4,0.9137755102040817,0.008726052476430008,2000,8,0.0001,0.4,prelu,,regular,"[(22, 1)]","[1024, 128]",,329.4843209584554
2,5,0.9127551020408163,0.0054237512433422865,2000,32,0.0001,0.4,prelu,,regular,"[(22, 1)]","[1024, 128]",,157.8269522190094
4,6,0.9096938775510204,0.0011936174780003573,2000,128,0.0001,0.4,prelu,,regular,"[(22, 1)]","[1024, 128]",,104.23312592506409
1,7,0.9071428571428571,0.005061997482949783,2000,16,0.0001,0.4,prelu,,regular,"[(22, 1)]","[1024, 128]",,213.38796798388162
