0,batch_size,lr,max_epochs,module__activation_fct,module__channel_list,module__conv_type,module__dropout,module__fc_hidden_layers,module__preprocess,train_loss_0,train_loss_1,train_loss_2,train_loss_min,train_loss_max,train_loss_mean,train_loss_std,valid_acc_0,valid_acc_1,valid_acc_2,valid_acc_min,valid_acc_max,valid_acc_mean,valid_acc_std,valid_loss_0,valid_loss_1,valid_loss_2,valid_loss_min,valid_loss_max,valid_loss_mean,valid_loss_std
1,64,0.0001,2000,prelu,"[(66, None), (66, 66), (132, 66), (132, 66), (132, 66)]",temporal,0.29984373583532237,"[1936, 128]",LSC,2.952580921452399,2.8673933319582834,2.9404156684875487,2.8673933319582834,2.952580921452399,2.920129973966077,0.037619705852282075,0.06716417910447761,0.07142857142857142,0.07116104868913857,0.06716417910447761,0.07142857142857142,0.06991793307406254,0.0019502585807668273,2.6504416287834967,2.649916017862191,2.6657347741644926,2.649916017862191,2.6657347741644926,2.6553641402700605,0.007336284356512405
2,,,,,,,,,,2.730824693319655,2.744672159411149,2.7506060160123385,2.730824693319655,2.7506060160123385,2.742034289581048,0.008288302994720404,0.0708955223880597,0.06766917293233082,0.08614232209737828,0.06766917293233082,0.08614232209737828,0.07490233913925626,0.008056270658179893,2.638232875226149,2.6394252364796804,2.6444764914137595,2.638232875226149,2.6444764914137595,2.6407115343731964,0.0027063637939365643
3,,,,,,,,,,2.6675546706756417,2.670530919726369,2.684157338509193,2.6675546706756417,2.684157338509193,2.6740809763037348,0.007227923679484638,0.08208955223880597,0.09774436090225563,0.0749063670411985,0.0749063670411985,0.09774436090225563,0.08491342672742004,0.009534994887081474,2.638526902269961,2.63409449821128,2.6368492783678605,2.63409449821128,2.638526902269961,2.636490226283034,0.0018272456931252416
4,,,,,,,,,,2.680823015569492,2.663474012406026,2.6595824204958403,2.6595824204958403,2.680823015569492,2.66795981615712,0.009233365086854097,0.09328358208955224,0.07142857142857142,0.12734082397003746,0.07142857142857142,0.12734082397003746,0.09735099249605372,0.023006562348257015,2.635850760474134,2.633918898446219,2.6333491757567904,2.6333491757567904,2.635850760474134,2.634372944892381,0.0010705450810890396
5,,,,,,,,,,2.667796829072956,2.651582258235481,2.653916388291579,2.651582258235481,2.667796829072956,2.657765158533339,0.007157180596727852,0.10820895522388059,0.09774436090225563,0.08239700374531835,0.08239700374531835,0.10820895522388059,0.09611677329048485,0.010600345618843604,2.633601032086273,2.6243018566217637,2.6262247187367986,2.6243018566217637,2.633601032086273,2.628042535814945,0.004008076036964418
6,,,,,,,,,,2.6394612756997406,2.636401558013975,2.6450397418095517,2.636401558013975,2.6450397418095517,2.6403008585077554,0.0035761459040124653,0.11194029850746269,0.10526315789473684,0.13108614232209737,0.10526315789473684,0.13108614232209737,0.11609653290809896,0.010944171796857612,2.6114876305879053,2.608616778725072,2.6280345479200844,2.608616778725072,2.6280345479200844,2.6160463190776873,0.00855759587297918
7,,,,,,,,,,2.632740399741024,2.631471794460051,2.6265759834876428,2.6265759834876428,2.632740399741024,2.630262725896239,0.0026578678209216,0.1455223880597015,0.22932330827067668,0.12734082397003746,0.12734082397003746,0.22932330827067668,0.16739550676680523,0.0444142001880316,2.5999455665474507,2.5881209965039016,2.6026254200310297,2.5881209965039016,2.6026254200310297,2.5968973276941276,0.006301502230619796
8,,,,,,,,,,2.6108037846625884,2.6064955363699616,2.6336267544673038,2.6064955363699616,2.6336267544673038,2.6169753584999516,0.011904956715136295,0.13059701492537312,0.16165413533834586,0.149812734082397,0.13059701492537312,0.16165413533834586,0.147354628115372,0.012797601228233228,2.5770526537254677,2.556420394352504,2.585970680365402,2.556420394352504,2.585970680365402,2.5731479094811247,0.012375786077964593
9,,,,,,,,,,2.5905952747616925,2.5662749768677635,2.604668463193453,2.5662749768677635,2.604668463193453,2.5871795716076367,0.01585907141223808,0.16791044776119404,0.2781954887218045,0.149812734082397,0.149812734082397,0.2781954887218045,0.19863955685513188,0.056737650823657504,2.5346199185100953,2.4423555395656957,2.548747819014703,2.4423555395656957,2.548747819014703,2.5085744256968314,0.04717771404313159
10,,,,,,,,,,2.57745116340402,2.4753893960793354,2.5540382311894345,2.4753893960793354,2.57745116340402,2.5356262635575963,0.04365319004316027,0.1455223880597015,0.3082706766917293,0.20973782771535582,0.1455223880597015,0.3082706766917293,0.22117696415559554,0.06693226299793582,2.5229391339999525,2.316598297958087,2.4389897642957137,2.316598297958087,2.5229391339999525,2.4261757320845843,0.08472419851394247
