0,batch_size,lr,max_epochs,module__activation_fct,module__channel_list,module__conv_type,module__dropout,module__fc_hidden_layers,module__preprocess,train_loss_0,train_loss_1,train_loss_2,train_loss_min,train_loss_max,train_loss_mean,train_loss_std,valid_acc_0,valid_acc_1,valid_acc_2,valid_acc_min,valid_acc_max,valid_acc_mean,valid_acc_std,valid_loss_0,valid_loss_1,valid_loss_2,valid_loss_min,valid_loss_max,valid_loss_mean,valid_loss_std
1,64,0.0001,2000,prelu,"[(99, None), (110, 11), (88, 11), (66, 11)]",regular,0.33984254878115056,"[1936, 256]",LSC,2.694083118714349,2.699649924847166,2.7012414125295785,2.694083118714349,2.7012414125295785,2.698324818697031,0.0030689001632649986,0.08208955223880597,0.07894736842105263,0.0749063670411985,0.0749063670411985,0.08208955223880597,0.07864776256701904,0.002940165544841555,2.6375556810578304,2.636751823855522,2.6380910810906344,2.636751823855522,2.6380910810906344,2.637466195334662,0.0005503987987138739
2,,,,,,,,,,2.6678287982940674,2.651497472145601,2.656812414756188,2.651497472145601,2.6678287982940674,2.6587128950652854,0.006801319602148152,0.0708955223880597,0.07894736842105263,0.08239700374531835,0.0708955223880597,0.08239700374531835,0.07741329818481023,0.004819131800793975,2.6369552896983586,2.634312070401988,2.6354704822940325,2.634312070401988,2.6369552896983586,2.635579280798126,0.0010818286672871734
3,,,,,,,,,,2.6536666129595514,2.6477644496188497,2.6528949334071235,2.6477644496188497,2.6536666129595514,2.6514419986618414,0.0026194334699977105,0.10074626865671642,0.07518796992481203,0.0749063670411985,0.0749063670411985,0.10074626865671642,0.08361353520757565,0.012115217472955107,2.6349836854792352,2.632531901051227,2.63466320859359,2.632531901051227,2.6349836854792352,2.634059598374684,0.0010881392964234952
4,,,,,,,,,,2.6435850167320414,2.6376569016866105,2.6450353439037615,2.6376569016866105,2.6450353439037615,2.6420924207741376,0.0031917847053669593,0.13805970149253732,0.10150375939849623,0.0749063670411985,0.0749063670411985,0.13805970149253732,0.10482327597741069,0.02588886898287796,2.6314670719317537,2.628103682869359,2.632174187385188,2.628103682869359,2.632174187385188,2.630581647395433,0.0017758067106686496
5,,,,,,,,,,2.6459753687900847,2.649715493666679,2.6499120822319617,2.6459753687900847,2.6499120822319617,2.648534314896242,0.0018112271432489668,0.08208955223880597,0.13157894736842105,0.13857677902621723,0.08208955223880597,0.13857677902621723,0.11741509287781475,0.025141768408452753,2.6257579611308537,2.620915837753984,2.6293687829364103,2.620915837753984,2.6293687829364103,2.625347527273749,0.003463082685274192
6,,,,,,,,,,2.6325767545571446,2.624591661805035,2.6378566338465763,2.624591661805035,2.6378566338465763,2.631675016736252,0.005452810843283189,0.10820895522388059,0.12781954887218044,0.13857677902621723,0.10820895522388059,0.13857677902621723,0.12486842770742608,0.01257200640892924,2.616192935118035,2.6054766500802864,2.613245731882388,2.6054766500802864,2.616192935118035,2.611638439026903,0.004520120499502761
7,,,,,,,,,,2.621722502974876,2.6079646597449075,2.6284444662240833,2.6079646597449075,2.6284444662240833,2.6193772096479555,0.008523728407533716,0.12686567164179105,0.22556390977443608,0.1797752808988764,0.12686567164179105,0.22556390977443608,0.17740162077170119,0.04032832957464337,2.601729670567299,2.5419361824379827,2.5922210752294306,2.5419361824379827,2.601729670567299,2.5786289760782375,0.026234508764469953
8,,,,,,,,,,2.5998076211969745,2.56293451751687,2.588803485723642,2.56293451751687,2.5998076211969745,2.583848541479162,0.01545574430646766,0.208955223880597,0.2556390977443609,0.21348314606741572,0.208955223880597,0.2556390977443609,0.22602582256412454,0.021021180905740015,2.551128319839933,2.449329568031139,2.533367330215397,2.449329568031139,2.551128319839933,2.5112750726954896,0.044398178259935625
9,,,,,,,,,,2.5647668314806986,2.46895047452562,2.529622950920692,2.46895047452562,2.5647668314806986,2.52111341897567,0.03957695175627908,0.20149253731343283,0.3007518796992481,0.2883895131086142,0.20149253731343283,0.3007518796992481,0.2635446433737651,0.04416676674319991,2.504986353774569,2.329309554924642,2.3910771737830916,2.329309554924642,2.504986353774569,2.408457694160768,0.07276513029369915
10,,,,,,,,,,2.5321898088289823,2.399731029809151,2.422032627692589,2.399731029809151,2.5321898088289823,2.4513178221102407,0.057905376802250136,0.26492537313432835,0.38345864661654133,0.3333333333333333,0.26492537313432835,0.38345864661654133,0.3272391176947343,0.048582499104029786,2.420658019051623,2.16870049067906,2.2846497114231523,2.16870049067906,2.420658019051623,2.2913360737179453,0.10296983249624019
11,,,,,,,,,,2.4095251404021747,2.2665493437925517,2.335564690369826,2.2665493437925517,2.4095251404021747,2.3372130581881843,0.05838126092841504,0.3358208955223881,0.42105263157894735,0.41198501872659177,0.3358208955223881,0.42105263157894735,0.38961951527597566,0.03822105890957134,2.2378126009186703,1.9970785388372894,2.0970607893297286,1.9970785388372894,2.2378126009186703,2.110650643028563,0.09874794598443497
12,,,,,,,,,,2.289328434793476,2.2106218321980706,2.2008625397315393,2.2008625397315393,2.289328434793476,2.2336042689076954,0.039603854569232134,0.3619402985074627,0.48120300751879697,0.49063670411985016,0.3619402985074627,0.49063670411985016,0.4445933367153699,0.058571279660703524,2.1349657293575914,1.9214593019700588,1.9844946423719885,1.9214593019700588,2.1349657293575914,2.013639891233213,0.08956685689968868
13,,,,,,,,,,2.231009741968732,2.101126805964167,2.1703112785632794,2.101126805964167,2.231009741968732,2.1674826088320596,0.053062198067473844,0.3917910447761194,0.5,0.48314606741573035,0.3917910447761194,0.5,0.45831237073061665,0.04753825733692195,1.9915574148519715,1.7871994775040705,1.8948473483882147,1.7871994775040705,1.9915574148519715,1.8912014135814188,0.08346860195999335
14,,,,,,,,,,2.116524752853923,2.0569457103150266,2.100854547207172,2.0569457103150266,2.116524752853923,2.091441670125374,0.02521728598508945,0.503731343283582,0.5714285714285714,0.5131086142322098,0.503731343283582,0.5714285714285714,0.5294228429814544,0.029948224425839727,1.8696839293437217,1.7440871457408245,1.8012590542268216,1.7440871457408245,1.8696839293437217,1.8050100431037894,0.05134322708345346
15,,,,,,,,,,2.0337202716654668,1.934142563688881,1.991358470916748,1.934142563688881,2.0337202716654668,1.9864071020903653,0.04080291673731759,0.503731343283582,0.556390977443609,0.5880149812734082,0.503731343283582,0.5880149812734082,0.5493791006668665,0.03476404004282955,1.8006167251672318,1.6355046069711672,1.706845351819242,1.6355046069711672,1.8006167251672318,1.7143222279858803,0.06761375920972613
16,,,,,,,,,,2.0473654874257727,1.9992898057906474,1.9563169736128587,1.9563169736128587,2.0473654874257727,2.00099075560976,0.037189854258031646,0.5298507462686567,0.6015037593984962,0.5580524344569289,0.5298507462686567,0.6015037593984962,0.5631356467080273,0.029472222602970027,1.7517773073111007,1.6264266680954094,1.631224659051788,1.6264266680954094,1.7517773073111007,1.6698095448194328,0.05799304984347835
17,,,,,,,,,,2.007210206663907,1.8768098003926126,1.983154797554016,1.8768098003926126,2.007210206663907,1.9557249348701784,0.05665900642775337,0.582089552238806,0.6165413533834586,0.5767790262172284,0.5767790262172284,0.6165413533834586,0.5918033106131643,0.017626277575164957,1.7265209386597817,1.5341385136869616,1.6258814442023803,1.5341385136869616,1.7265209386597817,1.6288469655163746,0.07856778431012507
18,,,,,,,,,,1.867928315908693,1.8723930217805216,1.9015463608961838,1.867928315908693,1.9015463608961838,1.880622566195133,0.014907208282109303,0.5671641791044776,0.6240601503759399,0.602996254681648,0.5671641791044776,0.6240601503759399,0.5980735280540218,0.023487057639169705,1.6345548131572667,1.516441684020193,1.5673458495836579,1.516441684020193,1.6345548131572667,1.5727807822537059,0.048372386671762246
