0,batch_size,lr,max_epochs,module__activation_fct,module__channel_list,module__conv_type,module__dropout,module__fc_hidden_layers,module__preprocess,train_loss_0,train_loss_1,train_loss_2,train_loss_min,train_loss_max,train_loss_mean,train_loss_std,valid_acc_0,valid_acc_1,valid_acc_2,valid_acc_min,valid_acc_max,valid_acc_mean,valid_acc_std,valid_loss_0,valid_loss_1,valid_loss_2,valid_loss_min,valid_loss_max,valid_loss_mean,valid_loss_std
1,64,0.0001,2000,prelu,"[(87, None), (48, 3), (54, 3)]",temporal,0.5511624741503276,"[1936, 64]",LSC,2.913187732586282,2.963168163464461,2.878456790630634,2.878456790630634,2.963168163464461,2.9182708955604593,0.034769556427181526,0.07462686567164178,0.07518796992481203,0.07116104868913857,0.07116104868913857,0.07518796992481203,0.07365862809519746,0.0017808493596986321,2.642253918434257,2.6411127237449015,2.6398684023024885,2.6398684023024885,2.642253918434257,2.641078348160549,0.0009741861780759621
2,,,,,,,,,,2.841039223018639,2.8279572428704225,2.776008338194627,2.776008338194627,2.841039223018639,2.8150016013612293,0.028084877074498315,0.0708955223880597,0.07518796992481203,0.07116104868913857,0.0708955223880597,0.07518796992481203,0.0724148470006701,0.0019638880006154907,2.640914425921084,2.6389717231119487,2.639672118626284,2.6389717231119487,2.640914425921084,2.6398527558864386,0.0008033247230408211
3,,,,,,,,,,2.7675948418633785,2.770352097684437,2.750099361859835,2.750099361859835,2.770352097684437,2.762682100469217,0.008968262488713921,0.07462686567164178,0.07142857142857142,0.07116104868913857,0.07116104868913857,0.07462686567164178,0.07240549526311725,0.0015745384451598772,2.6388380456326614,2.6419277065678646,2.638488544506973,2.638488544506973,2.6419277065678646,2.6397514322358333,0.001545458990162027
4,,,,,,,,,,2.7342928416007743,2.7601546897668316,2.7134811548086315,2.7134811548086315,2.7601546897668316,2.735976228725413,0.0190915349571851,0.07835820895522388,0.07142857142857142,0.07116104868913857,0.07116104868913857,0.07835820895522388,0.07364927635764462,0.0033315088433958184,2.640324023232531,2.6406001148367286,2.6403345472357245,2.640324023232531,2.6406001148367286,2.640419561768328,0.00012774257067097786
5,,,,,,,,,,2.733589885322115,2.723172851987577,2.708620434540969,2.708620434540969,2.733589885322115,2.721794390616887,0.010240230625361394,0.07462686567164178,0.07894736842105263,0.0749063670411985,0.07462686567164178,0.07894736842105263,0.0761602003779643,0.0019741258874424413,2.6398327208277004,2.6399859575400675,2.6386755066418024,2.6386755066418024,2.6399859575400675,2.639498061669857,0.0005849888620805238
6,,,,,,,,,,2.7200746403034484,2.6922721109289487,2.7142355368687556,2.6922721109289487,2.7200746403034484,2.7088607627003842,0.011969720351111624,0.0708955223880597,0.07518796992481203,0.07116104868913857,0.0708955223880597,0.07518796992481203,0.0724148470006701,0.0019638880006154907,2.638649915581319,2.638194887261642,2.6390815566988026,2.638194887261642,2.6390815566988026,2.6386421198472543,0.0003620232522927644
7,,,,,,,,,,2.6881748453959795,2.7065430232587624,2.69509011048537,2.6881748453959795,2.7065430232587624,2.6966026597133705,0.00757466581771326,0.07462686567164178,0.07518796992481203,0.08239700374531835,0.07462686567164178,0.08239700374531835,0.07740394644725739,0.003538047991197151,2.6383012123961946,2.638524759980969,2.6391697421056053,2.6383012123961946,2.6391697421056053,2.638665238160923,0.0003682268805275747
8,,,,,,,,,,2.67267124547205,2.686609259485397,2.6787193555098314,2.67267124547205,2.686609259485397,2.6793332868224256,0.00570670613702289,0.08955223880597014,0.06766917293233082,0.07116104868913857,0.06766917293233082,0.08955223880597014,0.07612748680914651,0.009599176135044456,2.6368978094698776,2.6394557576430473,2.638552094220222,2.6368978094698776,2.6394557576430473,2.6383018871110493,0.001059159230165161
9,,,,,,,,,,2.6739611997769748,2.6795526375344574,2.6654835150792047,2.6654835150792047,2.6795526375344574,2.6729991174635455,0.00578384263551398,0.08208955223880597,0.07894736842105263,0.0749063670411985,0.0749063670411985,0.08208955223880597,0.07864776256701904,0.002940165544841555,2.6373667254376767,2.6354297838712992,2.638080014718159,2.6354297838712992,2.638080014718159,2.6369588413423783,0.0011197344809700614
10,,,,,,,,,,2.6836656081653514,2.6717154219331474,2.685233901097224,2.6717154219331474,2.685233901097224,2.680204977065241,0.006037068573167117,0.08582089552238806,0.10150375939849623,0.06367041198501873,0.06367041198501873,0.10150375939849623,0.08366502230196766,0.015520446431167621,2.6346517747907496,2.6327097720669626,2.6378223717435914,2.6327097720669626,2.6378223717435914,2.6350613062004347,0.0021072028608252378
