0,batch_size,lr,max_epochs,module__activation_fct,module__channel_list,module__conv_type,module__dropout,module__fc_hidden_layers,module__preprocess,train_loss_0,train_loss_1,train_loss_min,train_loss_max,train_loss_mean,train_loss_std,valid_acc_0,valid_acc_1,valid_acc_min,valid_acc_max,valid_acc_mean,valid_acc_std,valid_loss_0,valid_loss_1,valid_loss_min,valid_loss_max,valid_loss_mean,valid_loss_std
1,64,0.0001,2000,prelu,"[(108, 3), (21, 3), (117, 3), (57, 3), (108, 3)]",temporal,0.41834019387177185,"[1936, 64]",,2.9342674063993717,2.8912159045001884,2.8912159045001884,2.9342674063993717,2.9127416554497803,0.021525750949591638,0.07462686567164178,0.06716417910447761,0.06716417910447761,0.07462686567164178,0.0708955223880597,0.0037313432835820864,2.6422432038321424,2.646413166131546,2.6422432038321424,2.646413166131546,2.6443281849818443,0.0020849811497019033
2,,,,,,,,,,2.7717017138428823,2.7559752904875445,2.7559752904875445,2.7717017138428823,2.763838502165213,0.007863211677668902,0.07462686567164178,0.07835820895522388,0.07462686567164178,0.07835820895522388,0.07649253731343283,0.0018656716417910502,2.638113174865495,2.6402364453273033,2.638113174865495,2.6402364453273033,2.6391748100963994,0.0010616352309040789
3,,,,,,,,,,2.7130517089906165,2.733522450728871,2.7130517089906165,2.733522450728871,2.7232870798597437,0.01023537086912718,0.08208955223880597,0.05970149253731343,0.05970149253731343,0.08208955223880597,0.0708955223880597,0.01119402985074627,2.6383497999675236,2.641690385875417,2.6383497999675236,2.641690385875417,2.6400200929214703,0.001670292953946717
4,,,,,,,,,,2.6792647138711234,2.684079341640601,2.6792647138711234,2.684079341640601,2.6816720277558623,0.0024073138847386932,0.08208955223880597,0.07835820895522388,0.07835820895522388,0.08208955223880597,0.08022388059701493,0.0018656716417910432,2.6379662983453094,2.6396753076297133,2.6379662983453094,2.6396753076297133,2.638820802987511,0.0008545046422019364
5,,,,,,,,,,2.6864260899779655,2.668920165879779,2.668920165879779,2.6864260899779655,2.6776731279288724,0.00875296204909315,0.07835820895522388,0.08955223880597014,0.07835820895522388,0.08955223880597014,0.08395522388059701,0.00559701492537313,2.6375565777963668,2.6392937880843435,2.6375565777963668,2.6392937880843435,2.638425182940355,0.0008686051439883435
6,,,,,,,,,,2.6631336269525523,2.6724398946165464,2.6631336269525523,2.6724398946165464,2.6677867607845496,0.004653133831997058,0.08208955223880597,0.06716417910447761,0.06716417910447761,0.08208955223880597,0.07462686567164178,0.00746268656716418,2.6375935006497513,2.6394380170907548,2.6375935006497513,2.6394380170907548,2.638515758870253,0.0009222582205017371
7,,,,,,,,,,2.661010478297831,2.663672744596773,2.661010478297831,2.663672744596773,2.662341611447302,0.0013311331494709755,0.07835820895522388,0.0708955223880597,0.0708955223880597,0.07835820895522388,0.07462686567164178,0.0037313432835820934,2.6376257761200863,2.6382875478089747,2.6376257761200863,2.6382875478089747,2.6379566619645303,0.00033088584444418423
8,,,,,,,,,,2.657475892113767,2.663093900083922,2.657475892113767,2.663093900083922,2.6602848960988448,0.0028090039850774406,0.0708955223880597,0.05970149253731343,0.05970149253731343,0.0708955223880597,0.06529850746268656,0.005597014925373133,2.637829079556821,2.6400056490257606,2.637829079556821,2.6400056490257606,2.6389173642912906,0.0010882847344697577
9,,,,,,,,,,2.6560584305569575,2.672228287916211,2.6560584305569575,2.672228287916211,2.664143359236584,0.008084928679626735,0.08208955223880597,0.07835820895522388,0.07835820895522388,0.08208955223880597,0.08022388059701493,0.0018656716417910432,2.6366460785936954,2.639131143911561,2.6366460785936954,2.639131143911561,2.6378886112526283,0.0012425326589327046
10,,,,,,,,,,2.660627497745547,2.656727483573157,2.656727483573157,2.660627497745547,2.658677490659352,0.0019500070861948604,0.07462686567164178,0.07835820895522388,0.07462686567164178,0.07835820895522388,0.07649253731343283,0.0018656716417910502,2.637476807209983,2.6384128207591044,2.637476807209983,2.6384128207591044,2.637944813984544,0.0004680067745608252
11,,,,,,,,,,2.659877432666224,2.655070545124939,2.655070545124939,2.659877432666224,2.6574739888955814,0.0024034437706426104,0.10820895522388059,0.08208955223880597,0.08208955223880597,0.10820895522388059,0.09514925373134328,0.01305970149253731,2.637014232464691,2.6376258793161877,2.637014232464691,2.6376258793161877,2.6373200558904393,0.0003058234257484749
