0,batch_size,lr,max_epochs,module__activation_fct,module__channel_list,module__conv_type,module__dropout,module__fc_hidden_layers,module__preprocess,train_loss_0,train_loss_1,train_loss_2,train_loss_min,train_loss_max,train_loss_mean,train_loss_std,valid_acc_0,valid_acc_1,valid_acc_2,valid_acc_min,valid_acc_max,valid_acc_mean,valid_acc_std,valid_loss_0,valid_loss_1,valid_loss_2,valid_loss_min,valid_loss_max,valid_loss_mean,valid_loss_std
1,64,0.0001,2000,prelu,"[(12, 3), (120, 3), (42, 3)]",regular,0.3596407081694301,"[1936, 256]",,2.721160901075154,2.7534495132031407,2.7234235128837785,2.721160901075154,2.7534495132031407,2.7326779757206907,0.01471671227069735,0.06716417910447761,0.0708955223880597,0.0708955223880597,0.06716417910447761,0.0708955223880597,0.06965174129353234,0.001758972092503848,2.6361081457849758,2.6426587175967087,2.6393157581784834,2.6361081457849758,2.6426587175967087,2.639360873853389,0.002674450016141524
2,,,,,,,,,,2.6621456982313094,2.6634019322987355,2.66959742632362,2.6621456982313094,2.66959742632362,2.6650483522845545,0.0032573083947447477,0.12313432835820895,0.07835820895522388,0.07835820895522388,0.07835820895522388,0.12313432835820895,0.09328358208955223,0.02110766511004619,2.631304691086954,2.635124096229895,2.6354712479150115,2.631304691086954,2.6354712479150115,2.6339666784106206,0.0018876371396783153
3,,,,,,,,,,2.662472369353895,2.6630802535460014,2.660198708929846,2.660198708929846,2.6630802535460014,2.6619171106099144,0.001240177150867155,0.09701492537313433,0.10074626865671642,0.08208955223880597,0.08208955223880597,0.10074626865671642,0.09328358208955224,0.008060622759213756,2.6265196942571385,2.63087777237394,2.633805371042508,2.6265196942571385,2.633805371042508,2.630400945891195,0.0029934143466620006
4,,,,,,,,,,2.646245165826728,2.639849040460082,2.6470763114235285,2.639849040460082,2.6470763114235285,2.644390172570113,0.003228943210126755,0.11567164179104478,0.1044776119402985,0.1044776119402985,0.1044776119402985,0.11567164179104478,0.10820895522388059,0.005276916277511551,2.6100570870869197,2.6257014488106343,2.631407050944086,2.6100570870869197,2.631407050944086,2.6223885289472135,0.009025401844854852
5,,,,,,,,,,2.6243269066819797,2.642474020296157,2.640115778531101,2.6243269066819797,2.642474020296157,2.6356389018364124,0.008056519175427665,0.13805970149253732,0.12313432835820895,0.1417910447761194,0.12313432835820895,0.1417910447761194,0.1343283582089552,0.008060622759213758,2.573444910903475,2.618586597157948,2.6260997822035606,2.573444910903475,2.6260997822035606,2.606043763421661,0.023254044472725457
6,,,,,,,,,,2.5717825765554614,2.6242945269969247,2.6317595469481216,2.5717825765554614,2.6317595469481216,2.6092788835001692,0.026688467004641434,0.16417910447761194,0.16417910447761194,0.13805970149253732,0.13805970149253732,0.16417910447761194,0.1554726368159204,0.012312804647526944,2.4947070399327065,2.5945190102306763,2.6201522030047517,2.4947070399327065,2.6201522030047517,2.569792751056045,0.05411508202661738
7,,,,,,,,,,2.553514160861859,2.6141693706806173,2.627538556657925,2.553514160861859,2.627538556657925,2.5984073627334667,0.032210075692115224,0.23880597014925373,0.16791044776119404,0.14925373134328357,0.14925373134328357,0.23880597014925373,0.1853233830845771,0.03857726969967866,2.4364937170227963,2.575357230741586,2.600517739110918,2.4364937170227963,2.600517739110918,2.5374562289584337,0.07212643716703829
8,,,,,,,,,,2.486241698035385,2.589950838492855,2.606198940745217,2.486241698035385,2.606198940745217,2.5607971590911522,0.05313434411394896,0.2462686567164179,0.26119402985074625,0.16044776119402984,0.16044776119402984,0.26119402985074625,0.22263681592039797,0.04439444850142971,2.3669246951145912,2.529219132750782,2.5551111271132285,2.3669246951145912,2.5551111271132285,2.4837516516595337,0.08328265995864796
9,,,,,,,,,,2.4587856694223333,2.567335699244803,2.5850948596712024,2.4587856694223333,2.5850948596712024,2.5370720761127794,0.055829610119476354,0.31343283582089554,0.2873134328358209,0.20522388059701493,0.20522388059701493,0.31343283582089554,0.26865671641791045,0.04610386316629512,2.2975962802545347,2.475279256479064,2.5121999249529483,2.2975962802545347,2.5121999249529483,2.428358487228849,0.09368333192101531
10,,,,,,,,,,2.385262059797901,2.51519074958603,2.5354094656759782,2.385262059797901,2.5354094656759782,2.478620758353303,0.06652861072275762,0.31343283582089554,0.30223880597014924,0.22388059701492538,0.22388059701492538,0.31343283582089554,0.27985074626865675,0.039839844223997424,2.248170464786131,2.3785944447588565,2.4493557054605057,2.248170464786131,2.4493557054605057,2.3587068716684976,0.08332871429413273
11,,,,,,,,,,2.3224730073601756,2.4525547791720586,2.4801523400913417,2.3224730073601756,2.4801523400913417,2.4183933755411924,0.06875533490166265,0.35447761194029853,0.29850746268656714,0.3208955223880597,0.29850746268656714,0.35447761194029853,0.3246268656716418,0.023001544787197695,2.169226379536871,2.3239335195342106,2.348058248633769,2.169226379536871,2.348058248633769,2.28040604923495,0.0792304228360221
12,,,,,,,,,,2.311048931239428,2.3952928027702822,2.413236194212237,2.311048931239428,2.413236194212237,2.373192642740649,0.044548639960310506,0.40298507462686567,0.35074626865671643,0.31343283582089554,0.31343283582089554,0.40298507462686567,0.3557213930348259,0.03672841557271989,2.1129552250477803,2.1980662559395405,2.2585678082793508,2.1129552250477803,2.2585678082793508,2.189863096422224,0.05972841293941918
13,,,,,,,,,,2.2572985104283387,2.3287606585817455,2.3714390955255857,2.2572985104283387,2.3714390955255857,2.319166088178557,0.04708899466260159,0.40671641791044777,0.3917910447761194,0.3843283582089552,0.3843283582089552,0.40671641791044777,0.3942786069651741,0.009307605439736175,2.0400335895481394,2.1239626461000585,2.203138282049948,2.0400335895481394,2.203138282049948,2.1223781725660484,0.066596637033774
14,,,,,,,,,,2.2205012000824444,2.3023654673395533,2.3436371185552396,2.2205012000824444,2.3436371185552396,2.2888345953257456,0.051172433839749065,0.4253731343283582,0.40671641791044777,0.41044776119402987,0.40671641791044777,0.4253731343283582,0.41417910447761197,0.008060622759213754,2.0003553735676096,2.076646813705786,2.1344347800781476,2.0003553735676096,2.1344347800781476,2.070478989117181,0.054911160721486434
15,,,,,,,,,,2.1855925594910492,2.272256626086928,2.2334186218470995,2.1855925594910492,2.272256626086928,2.2304226024750258,0.03544382606126784,0.4664179104477612,0.458955223880597,0.4701492537313433,0.458955223880597,0.4701492537313433,0.4651741293532338,0.0046538027198681,1.949512230816172,2.0126374497342465,2.021740890260953,1.949512230816172,2.021740890260953,1.9946301902704573,0.03211895449050506
16,,,,,,,,,,2.176060032293287,2.2398404967222683,2.1937577813949805,2.176060032293287,2.2398404967222683,2.203219436803512,0.02688406099031525,0.47388059701492535,0.45149253731343286,0.45149253731343286,0.45149253731343286,0.47388059701492535,0.458955223880597,0.010553832555023075,1.8972841376688943,1.987374617092645,1.9758407108819307,1.8972841376688943,1.987374617092645,1.9534998218811568,0.04002840751024196
17,,,,,,,,,,2.1320187191053623,2.182038190849018,2.1238745652906474,2.1238745652906474,2.182038190849018,2.1459771584150094,0.0257148511628903,0.4925373134328358,0.43656716417910446,0.44776119402985076,0.43656716417910446,0.4925373134328358,0.458955223880597,0.024181868277641263,1.8395995791278668,1.920359285909738,1.8889624627668467,1.8395995791278668,1.920359285909738,1.8829737759348173,0.033240846733625276
18,,,,,,,,,,2.0758686993622826,2.1163616604938085,2.105136507284882,2.0758686993622826,2.1163616604938085,2.0991222890469907,0.017069428638349364,0.5223880597014925,0.4701492537313433,0.5485074626865671,0.4701492537313433,0.5485074626865671,0.5136815920398009,0.032576619039076576,1.8061413337935264,1.8599650895417625,1.8104469189003332,1.8061413337935264,1.8599650895417625,1.8255177807452074,0.024421265709375917
19,,,,,,,,,,2.1022666492903164,2.082326645112244,2.077013418121448,2.077013418121448,2.1022666492903164,2.0872022375080026,0.010870755018987401,0.5223880597014925,0.48134328358208955,0.5634328358208955,0.48134328358208955,0.5634328358208955,0.5223880597014926,0.03351291936643652,1.7876744003438239,1.80105600784074,1.7713828531663809,1.7713828531663809,1.80105600784074,1.7867044204503149,0.012133415919887506
20,,,,,,,,,,2.066886497141079,2.0340659129608123,2.027700293970521,2.027700293970521,2.066886497141079,2.042884234690804,0.01716996851737164,0.5597014925373134,0.503731343283582,0.5559701492537313,0.503731343283582,0.5597014925373134,0.5398009950248756,0.02555054550270416,1.7255925153618428,1.7403693466044183,1.7218202263561648,1.7218202263561648,1.7403693466044183,1.7292606961074755,0.008004545707826024
21,,,,,,,,,,2.003748276330143,2.0869830831870995,1.9706799107405633,1.9706799107405633,2.0869830831870995,2.0204704234192685,0.0489307649148941,0.5298507462686567,0.5186567164179104,0.5597014925373134,0.5186567164179104,0.5597014925373134,0.5360696517412935,0.01732386601639814,1.691971488852999,1.7350525517961872,1.7011788478538172,1.691971488852999,1.7350525517961872,1.7094009628343345,0.018523802294046248
22,,,,,,,,,,1.9948656398207236,2.0176924525601456,1.9540293006740934,1.9540293006740934,2.0176924525601456,1.9888624643516544,0.026334740221501656,0.5708955223880597,0.5111940298507462,0.582089552238806,0.5111940298507462,0.582089552238806,0.5547263681592041,0.03111939304277814,1.6486137518242223,1.6866263471432585,1.6386064815877088,1.6386064815877088,1.6866263471432585,1.6579488601850632,0.020685503105230464
23,,,,,,,,,,1.9614167509740488,1.9583682618081513,1.91127746419567,1.91127746419567,1.9614167509740488,1.9436874923259566,0.022951118550855402,0.5783582089552238,0.5074626865671642,0.5932835820895522,0.5074626865671642,0.5932835820895522,0.5597014925373135,0.03743760433654827,1.6307497451554482,1.6341283339173047,1.5761019418488686,1.5761019418488686,1.6341283339173047,1.613660006973874,0.026593356406642066
24,,,,,,,,,,1.9925512743823102,1.9411721580641217,1.921927798930215,1.921927798930215,1.9925512743823102,1.9518837437922159,0.029810203765834948,0.5895522388059702,0.5634328358208955,0.6380597014925373,0.5634328358208955,0.6380597014925373,0.5970149253731344,0.030919907698149382,1.6007691354893927,1.5963906761425644,1.5569461868770087,1.5569461868770087,1.6007691354893927,1.5847019995029887,0.01970755485356374
25,,,,,,,,,,1.8875916353310234,1.9485265143911235,1.9370176267807477,1.8875916353310234,1.9485265143911235,1.9243785921676313,0.02643323373433424,0.6044776119402985,0.582089552238806,0.6417910447761194,0.582089552238806,0.6417910447761194,0.609452736318408,0.024625609295053873,1.5443838051895598,1.5590500707056985,1.515285717017615,1.515285717017615,1.5590500707056985,1.5395731976376243,0.0181876537280645
26,,,,,,,,,,1.8886676670728622,1.9032392740479103,1.8935261764012357,1.8886676670728622,1.9032392740479103,1.895144372507336,0.0060578792459169235,0.5970149253731343,0.585820895522388,0.6455223880597015,0.585820895522388,0.6455223880597015,0.609452736318408,0.02591127693532299,1.5381480971379067,1.544819822951929,1.5083144547334357,1.5083144547334357,1.544819822951929,1.5304274582744235,0.01587170806891277
