,rank_test_score,mean_test_score,std_test_score,param_max_epochs,param_batch_size,param_lr,param_module__dropout,param_module__activation_fct,param_module__preprocess,param_module__conv_type,param_module__channel_list,param_module__fc_hidden_layers,param_module__temporal_attention,mean_fit_time
1,1,0.9153061224489796,0.005831924037653412,2000,128,5e-05,0.4,prelu,,regular,"[(22, 1)]","[1024, 128]",,228.39188059171042
3,2,0.9086734693877551,0.01637098345642805,2000,128,0.0005,0.4,prelu,,regular,"[(22, 1)]","[1024, 128]",,43.221649408340454
2,3,0.9056122448979592,0.009438916304262182,2000,128,0.0001,0.4,prelu,,regular,"[(22, 1)]","[1024, 128]",,111.59685866038005
4,4,0.9030612244897959,0.011654349087727991,2000,128,0.001,0.4,prelu,,regular,"[(22, 1)]","[1024, 128]",,33.77039980888367
0,5,0.8948979591836734,0.008394684307171853,2000,128,1e-05,0.4,prelu,,regular,"[(22, 1)]","[1024, 128]",,560.2598788738251
5,6,0.6188775510204082,0.3649527067078997,2000,128,0.005,0.4,prelu,,regular,"[(22, 1)]","[1024, 128]",,34.98556057612101
6,7,0.06989795918367347,0.007573549434497961,2000,128,0.01,0.4,prelu,,regular,"[(22, 1)]","[1024, 128]",,13.526966174443563
