,rank_test_score,mean_test_score,std_test_score,param_max_epochs,param_batch_size,param_lr,param_module__dropout,param_module__activation_fct,param_module__preprocess,param_module__conv_type,param_module__channel_list,param_module__fc_hidden_layers,param_module__temporal_attention,mean_fit_time
0,1,0.9112244897959184,0.009790850611276611,2000,128,0.0001,0.4,prelu,,regular,"[(22, 1)]","[1024, 128]",,110.6101900736491
2,2,0.9102040816326531,0.010978597915674404,2000,128,0.0001,0.4,swish,,regular,"[(22, 1)]","[1024, 128]",,161.00533453623453
1,3,0.9005102040816326,0.0050605943513671045,2000,128,0.0001,0.4,relu,,regular,"[(22, 1)]","[1024, 128]",,111.11106499036153
