,rank_test_score,mean_test_score,std_test_score,param_max_epochs,param_batch_size,param_lr,param_module__dropout,param_module__activation_fct,param_module__preprocess,param_module__conv_type,param_module__channel_list,param_module__fc_hidden_layers,param_module__temporal_attention,mean_fit_time
5,1,0.9209183673469388,0.012618307871011742,2000,128,0.0001,0.5,prelu,,regular,"[(22, 1)]","[1024, 128]",,156.1085339387258
6,2,0.911734693877551,0.01151438417802012,2000,128,0.0001,0.6,prelu,,regular,"[(22, 1)]","[1024, 128]",,229.8239828745524
2,3,0.9112244897959184,0.012031491054861078,2000,128,0.0001,0.2,prelu,,regular,"[(22, 1)]","[1024, 128]",,58.09407750765482
4,4,0.9096938775510204,0.0075539622090960625,2000,128,0.0001,0.4,prelu,,regular,"[(22, 1)]","[1024, 128]",,109.63139208157857
7,5,0.9091836734693878,0.006192978287580537,2000,128,0.0001,0.7,prelu,,regular,"[(22, 1)]","[1024, 128]",,318.00184265772504
1,6,0.9081632653061225,0.006592949849506667,2000,128,0.0001,0.1,prelu,,regular,"[(22, 1)]","[1024, 128]",,52.800794998804726
3,7,0.9040816326530612,0.0028525660781265005,2000,128,0.0001,0.3,prelu,,regular,"[(22, 1)]","[1024, 128]",,75.32224933306377
0,8,0.8954081632653061,0.013323914158432378,2000,128,0.0001,0,prelu,,regular,"[(22, 1)]","[1024, 128]",,41.14421979586283
8,9,0.8831632653061224,0.006214997057359886,2000,128,0.0001,0.8,prelu,,regular,"[(22, 1)]","[1024, 128]",,380.55342388153076
