0,batch_size,lr,max_epochs,module__activation_fct,module__channel_list,module__conv_type,module__dropout,module__fc_hidden_layers,module__preprocess,module__temporal_attention,train_loss_0,train_loss_1,train_loss_2,train_loss_min,train_loss_max,train_loss_mean,train_loss_std,valid_acc_0,valid_acc_1,valid_acc_2,valid_acc_min,valid_acc_max,valid_acc_mean,valid_acc_std,valid_loss_0,valid_loss_1,valid_loss_2,valid_loss_min,valid_loss_max,valid_loss_mean,valid_loss_std
1,64,0.0001,2000,prelu,"[(70, None), (90, 1), (107, 1), (122, 1)]",regular,0.41956458131078966,"[1936, 64]",LSC,,2.803264377895058,2.724280647131113,2.737415976147661,2.724280647131113,2.803264377895058,2.7549870003912775,0.034555878429727425,0.0749063670411985,0.07865168539325842,0.07434944237918216,0.07434944237918216,0.07865168539325842,0.0759691649378797,0.0019104062857473504,2.6399154136243386,2.63748862948757,2.638298037326912,2.63748862948757,2.6399154136243386,2.6385673601462734,0.001008867813405905
2,,,,,,,,,,,2.6731181931793975,2.663269644517165,2.6686179527657568,2.663269644517165,2.6731181931793975,2.66833526348744,0.004025619009059054,0.06741573033707865,0.08614232209737828,0.07434944237918216,0.06741573033707865,0.08614232209737828,0.0759691649378797,0.007730413340160442,2.6353552662924433,2.634455851401283,2.6355906658456227,2.634455851401283,2.6355906658456227,2.6351339278464496,0.0004890085115324821
3,,,,,,,,,,,2.6733755854256915,2.640868641779973,2.6389217643149787,2.6389217643149787,2.6733755854256915,2.6510553305068814,0.015802803922014132,0.07116104868913857,0.06367041198501873,0.07806691449814127,0.06367041198501873,0.07806691449814127,0.07096612505743286,0.005878963489665724,2.635727797554673,2.6325102004219083,2.633921445080782,2.6325102004219083,2.635727797554673,2.634053147685788,0.0013168755975965947
4,,,,,,,,,,,2.6659017187454475,2.649520107416006,2.6568036543381237,2.649520107416006,2.6659017187454475,2.6574084934998594,0.006701426228592251,0.11235955056179775,0.10861423220973783,0.15613382899628253,0.10861423220973783,0.15613382899628253,0.12570253725593936,0.021572428238053894,2.631632647710793,2.627260489410229,2.6274850457131196,2.627260489410229,2.631632647710793,2.6287927276113807,0.0020102182321956696
5,,,,,,,,,,,2.6417172985425696,2.6324732376978948,2.641636442816556,2.6324732376978948,2.6417172985425696,2.6386089930190066,0.004338759763843674,0.08239700374531835,0.1348314606741573,0.137546468401487,0.08239700374531835,0.137546468401487,0.11825831094032087,0.02538198615869951,2.626351874419366,2.6148055948121716,2.6240610438208596,2.6148055948121716,2.626351874419366,2.621739504350799,0.004991412780977934
6,,,,,,,,,,,2.6360551684492477,2.6306746592888466,2.6234973152248844,2.6234973152248844,2.6360551684492477,2.630075714320993,0.005144185760451694,0.1760299625468165,0.1348314606741573,0.17843866171003717,0.1348314606741573,0.17843866171003717,0.163100028310337,0.02001306898113787,2.603099482782771,2.5917390535833236,2.5916216993863697,2.5916216993863697,2.603099482782771,2.5954867452508217,0.005383231529459515
7,,,,,,,,,,,2.6284376243998846,2.6030623325934776,2.595800311579181,2.595800311579181,2.6284376243998846,2.609100089524181,0.013991412332923168,0.16853932584269662,0.1947565543071161,0.20074349442379183,0.16853932584269662,0.20074349442379183,0.18801312485786817,0.01398528986834948,2.5990935568505904,2.549351885077659,2.5351990288518174,2.5351990288518174,2.5990935568505904,2.5612148235933554,0.027400421647812867
8,,,,,,,,,,,2.596677401756529,2.5766550064086915,2.570662555896708,2.570662555896708,2.596677401756529,2.5813316546873097,0.011123438635571593,0.18726591760299627,0.250936329588015,0.22676579925650558,0.18726591760299627,0.250936329588015,0.2216560154825056,0.026243256381380198,2.5504989373996465,2.4770050611388816,2.4802687761952,2.4770050611388816,2.5504989373996465,2.5025909249112424,0.033902273320373905
9,,,,,,,,,,,2.5634717640679425,2.5115631653712347,2.5106982123645056,2.5106982123645056,2.5634717640679425,2.528577713934561,0.024676346122811246,0.18352059925093633,0.2696629213483146,0.27137546468401486,0.18352059925093633,0.27137546468401486,0.2415196617610886,0.04101748927966846,2.504856242669209,2.386222713449028,2.3850072094942116,2.3850072094942116,2.504856242669209,2.42536205520415,0.056213069316743726
10,,,,,,,,,,,2.507714631353237,2.455071625342736,2.399110954391244,2.399110954391244,2.507714631353237,2.453965737029072,0.04434416086429673,0.31086142322097376,0.31086142322097376,0.37174721189591076,0.31086142322097376,0.37174721189591076,0.33115668611261945,0.028701836033292696,2.387740304854032,2.311523552690999,2.2503357296982665,2.2503357296982665,2.387740304854032,2.3165331957477657,0.056206919568687036
