0,batch_size,lr,max_epochs,module__activation_fct,module__channel_list,module__conv_type,module__dropout,module__fc_hidden_layers,module__preprocess,module__temporal_attention,train_loss_0,train_loss_1,train_loss_2,train_loss_min,train_loss_max,train_loss_mean,train_loss_std,valid_acc_0,valid_acc_1,valid_acc_2,valid_acc_min,valid_acc_max,valid_acc_mean,valid_acc_std,valid_loss_0,valid_loss_1,valid_loss_2,valid_loss_min,valid_loss_max,valid_loss_mean,valid_loss_std
1,64,0.0001,2000,prelu,"[(92, None), (19, 1), (19, 1), (45, 1), (55, 1), (5, 1)]",regular,0.3296269452347208,"[1936, 128]",LSC,,2.7265991499150912,2.7191876924954927,2.682659043052982,2.682659043052982,2.7265991499150912,2.7094819618211887,0.019206494625603164,0.1348314606741573,0.0749063670411985,0.08178438661710037,0.0749063670411985,0.1348314606741573,0.09717407144415206,0.026775436641776836,2.6375605604621803,2.639162985126624,2.6396676084809143,2.6375605604621803,2.6396676084809143,2.638797051356573,0.0008982737078643549
2,,,,,,,,,,,2.6536324643767486,2.664705129770132,2.655402991583352,2.6536324643767486,2.664705129770132,2.6579135285767443,0.004856478609366488,0.07116104868913857,0.0749063670411985,0.09293680297397769,0.07116104868913857,0.09293680297397769,0.07966807290143825,0.009506182223269356,2.6374319733751848,2.638631982303291,2.6389618823962584,2.6374319733751848,2.6389618823962584,2.6383419460249113,0.0006573919101382439
3,,,,,,,,,,,2.657631055108622,2.6487523555755614,2.6573937173523654,2.6487523555755614,2.657631055108622,2.654592376012183,0.004130654615413382,0.07116104868913857,0.07116104868913857,0.07434944237918216,0.07116104868913857,0.07434944237918216,0.07222384658581976,0.0015030231995481476,2.637632015492586,2.6385488715511136,2.6385117419147135,2.637632015492586,2.6385488715511136,2.638230876319471,0.00042372976447885524
4,,,,,,,,,,,2.646458335285352,2.6472055912017822,2.6504552814542444,2.646458335285352,2.6504552814542444,2.6480397359804595,0.0017350778662838038,0.0898876404494382,0.07116104868913857,0.07806691449814127,0.07116104868913857,0.0898876404494382,0.07970520121223935,0.007732369074542989,2.6367926972635676,2.6385788122812905,2.638792598114581,2.6367926972635676,2.638792598114581,2.6380547025531462,0.0008966303990766661
5,,,,,,,,,,,2.6455985191811497,2.6511979323167068,2.64765323839206,2.6455985191811497,2.6511979323167068,2.648149896629972,0.0023127701888466493,0.08239700374531835,0.07116104868913857,0.07806691449814127,0.07116104868913857,0.08239700374531835,0.07720832231086606,0.004627062200731725,2.6361763691634277,2.6380789512105647,2.6384729390693864,2.6361763691634277,2.6384729390693864,2.637576086481126,0.001002733941223926
6,,,,,,,,,,,2.639869636016126,2.6456246852874754,2.65062143393794,2.639869636016126,2.65062143393794,2.645371918413847,0.00439304055351062,0.08239700374531835,0.08614232209737828,0.07806691449814127,0.07806691449814127,0.08614232209737828,0.08220208011361263,0.0032996513341161508,2.6342051725709035,2.6373600093612954,2.6386259187109853,2.6342051725709035,2.6386259187109853,2.636730366881061,0.0018588681768661477
7,,,,,,,,,,,2.6381568569076874,2.656402089045598,2.645879395435311,2.6381568569076874,2.656402089045598,2.6468127804628656,0.007477768368027446,0.10112359550561797,0.08614232209737828,0.07806691449814127,0.07806691449814127,0.10112359550561797,0.08844427736704585,0.009552552305284593,2.6213781619339844,2.636990685587965,2.6378473889872045,2.6213781619339844,2.6378473889872045,2.632072078836385,0.007569825150563163
8,,,,,,,,,,,2.6179184821847543,2.639968732687143,2.646106340062871,2.6179184821847543,2.646106340062871,2.6346645183115895,0.01210343892028477,0.13108614232209737,0.06741573033707865,0.07806691449814127,0.06741573033707865,0.13108614232209737,0.09218959571910575,0.027845621250473608,2.600412664342016,2.6366139074389854,2.6377873801830534,2.600412664342016,2.6377873801830534,2.6249379839880183,0.017348635630777143
9,,,,,,,,,,,2.604278655552428,2.636688544200017,2.649877073218138,2.604278655552428,2.649877073218138,2.6302814243235275,0.019158850213202645,0.10486891385767791,0.07116104868913857,0.05947955390334572,0.05947955390334572,0.10486891385767791,0.07850317215005406,0.019243675704890304,2.5889197904965404,2.6367777608307112,2.6375737695445802,2.5889197904965404,2.6375737695445802,2.6210904402906103,0.02275040569012153
10,,,,,,,,,,,2.576589472369579,2.640981494463407,2.6432115489577512,2.576589472369579,2.6432115489577512,2.6202608385969124,0.030893736764198182,0.13857677902621723,0.06741573033707865,0.06691449814126393,0.06691449814126393,0.13857677902621723,0.09096900250151994,0.03366440353100655,2.552386747317368,2.6341305154093195,2.6374780112482803,2.552386747317368,2.6374780112482803,2.6079984246583225,0.03934713394563665
