0,batch_size,lr,max_epochs,module__activation_fct,module__channel_list,module__conv_type,module__dropout,module__fc_hidden_layers,module__preprocess,module__temporal_attention,train_loss_0,train_loss_1,train_loss_2,train_loss_min,train_loss_max,train_loss_mean,train_loss_std,valid_acc_0,valid_acc_1,valid_acc_2,valid_acc_min,valid_acc_max,valid_acc_mean,valid_acc_std,valid_loss_0,valid_loss_1,valid_loss_2,valid_loss_min,valid_loss_max,valid_loss_mean,valid_loss_std
1,64,0.0001,2000,prelu,"[(54, None), (47, 1), (82, 1), (29, 1), (48, 1)]",temporal,0.2868727244732282,"[1936, 256]",LSC,general_attention,2.7505567424910016,2.8008626350989707,2.75217056228476,2.7505567424910016,2.8008626350989707,2.7678633132915778,0.02334334356788685,0.06741573033707865,0.0749063670411985,0.08178438661710037,0.06741573033707865,0.08178438661710037,0.07470216133179251,0.005867756289086282,2.6470117435026705,2.666966626706641,2.6418098162541157,2.6418098162541157,2.666966626706641,2.651929395487809,0.010842931762866758
2,,,,,,,,,,,2.691373304177983,2.729515266418457,2.6943825742872236,2.691373304177983,2.729515266418457,2.705090381627888,0.017314640710913435,0.0749063670411985,0.0749063670411985,0.07806691449814127,0.0749063670411985,0.07806691449814127,0.07595988286017942,0.0014898963593774162,2.6398400010241105,2.642294724782308,2.6388792043281755,2.6388792043281755,2.642294724782308,2.6403379767115314,0.0014381538703250238
3,,,,,,,,,,,2.6614497506469346,2.6754785684438853,2.663249466919945,2.6614497506469346,2.6754785684438853,2.666725928670255,0.006232510030532751,0.08239700374531835,0.0749063670411985,0.06691449814126393,0.06691449814126393,0.08239700374531835,0.07473928964259359,0.006321810452063949,2.6412941391548412,2.6418362699644398,2.6385833153494227,2.6385833153494227,2.6418362699644398,2.640571241489568,0.0014229931383492192
4,,,,,,,,,,,2.667436542364126,2.670011960543119,2.65603758879939,2.65603758879939,2.670011960543119,2.6644953639022115,0.006072268355214174,0.07116104868913857,0.0749063670411985,0.07434944237918216,0.07116104868913857,0.0749063670411985,0.0734722860365064,0.0016500312778230308,2.6392948243501926,2.6405393461163125,2.638029696772976,2.638029696772976,2.6405393461163125,2.6392879557464934,0.0010245715657173223
5,,,,,,,,,,,2.652864986021319,2.661431011786828,2.648564943688453,2.648564943688453,2.661431011786828,2.6542869804988665,0.005347926595023301,0.0749063670411985,0.0749063670411985,0.07806691449814127,0.0749063670411985,0.07806691449814127,0.07595988286017942,0.0014898963593774162,2.6383232213138195,2.639956551991152,2.638898371763832,2.6383232213138195,2.639956551991152,2.639059381689601,0.0006764541977725346
6,,,,,,,,,,,2.654401896892544,2.6538451048044056,2.6503881732852475,2.6503881732852475,2.654401896892544,2.652878391660732,0.0017754614471652288,0.07116104868913857,0.0749063670411985,0.07434944237918216,0.07116104868913857,0.0749063670411985,0.0734722860365064,0.0016500312778230308,2.6385710694816673,2.6407973802045044,2.6381446295954483,2.6381446295954483,2.6407973802045044,2.639171026427207,0.0011631086795989387
7,,,,,,,,,,,2.658454515247877,2.6570946986858663,2.648855625549493,2.648855625549493,2.658454515247877,2.6548016131610788,0.004240939501134921,0.0749063670411985,0.07116104868913857,0.08178438661710037,0.07116104868913857,0.08178438661710037,0.07595060078247916,0.004399367019829077,2.638044748413429,2.6385261074880537,2.6385629957050196,2.638044748413429,2.6385629957050196,2.6383779505355007,0.00023609027334565112
8,,,,,,,,,,,2.6523763617147496,2.642321417881892,2.645361089063288,2.642321417881892,2.6523763617147496,2.64668628955331,0.004210509955222758,0.08614232209737828,0.08614232209737828,0.08178438661710037,0.08178438661710037,0.08614232209737828,0.08468967693728564,0.002054350486718642,2.634246161814486,2.637119910243745,2.636217474494282,2.634246161814486,2.637119910243745,2.6358611821841706,0.0011999487951159945
9,,,,,,,,,,,2.6464813776723,2.6469516093914325,2.650472491692486,2.6464813776723,2.650472491692486,2.6479684929187397,0.001780971057524949,0.07865168539325842,0.07116104868913857,0.08178438661710037,0.07116104868913857,0.08178438661710037,0.07719904023316577,0.004456939207855047,2.6351903949337507,2.6392553120516657,2.63632655586895,2.6351903949337507,2.6392553120516657,2.6369240876181217,0.0017124389891479777
10,,,,,,,,,,,2.6553005541139663,2.6518412039830133,2.643820002359232,2.643820002359232,2.6553005541139663,2.650320586818737,0.004808670957655552,0.07865168539325842,0.07116104868913857,0.08178438661710037,0.07116104868913857,0.08178438661710037,0.07719904023316577,0.004456939207855047,2.638115009565032,2.641380710994706,2.6378234088642447,2.6378234088642447,2.641380710994706,2.6391063764746607,0.0016125974645432024
