0,batch_size,lr,max_epochs,module__activation_fct,module__channel_list,module__conv_type,module__dropout,module__fc_hidden_layers,module__preprocess,module__temporal_attention,train_loss_0,train_loss_1,train_loss_2,train_loss_min,train_loss_max,train_loss_mean,train_loss_std,valid_acc_0,valid_acc_1,valid_acc_2,valid_acc_min,valid_acc_max,valid_acc_mean,valid_acc_std,valid_loss_0,valid_loss_1,valid_loss_2,valid_loss_min,valid_loss_max,valid_loss_mean,valid_loss_std
1,64,0.0001,2000,prelu,"[(132, None), (88, 22), (66, 22)]",regular,0.47545268226754794,"[1936, 128]",LSC,dot_attention,2.7522775493526366,2.7376084914574257,2.767697608080443,2.7376084914574257,2.767697608080443,2.752527882963502,0.012285105751164163,0.07116104868913857,0.06741573033707865,0.08550185873605948,0.06741573033707865,0.08550185873605948,0.07469287925409224,0.007794544265949138,2.6374411877621426,2.6395866701218966,2.6387000810701164,2.6374411877621426,2.6395866701218966,2.6385759796513852,0.0008802743930548779
2,,,,,,,,,,,2.687851468224842,2.670186006105863,2.679368281410379,2.670186006105863,2.687851468224842,2.6791352519136953,0.0072137768669408,0.11235955056179775,0.10486891385767791,0.08550185873605948,0.08550185873605948,0.11235955056179775,0.10091010771851172,0.01131630128287528,2.632128859280647,2.6373723910542464,2.636034870679494,2.632128859280647,2.6373723910542464,2.635178707004796,0.002224622596245829
3,,,,,,,,,,,2.652489596771666,2.6659740154559795,2.660884244823272,2.652489596771666,2.6659740154559795,2.6597826190169727,0.005559830415656858,0.11235955056179775,0.07865168539325842,0.09293680297397769,0.07865168539325842,0.11235955056179775,0.09464934630967796,0.0138143559884297,2.6257989094051974,2.634021136644628,2.634298642771838,2.6257989094051974,2.634298642771838,2.6313728962738874,0.003943031796465597
4,,,,,,,,,,,2.647321020443928,2.6619921867664043,2.6423066415768366,2.6423066415768366,2.6619921867664043,2.6505399495957227,0.008352696212035717,0.12359550561797752,0.1198501872659176,0.11895910780669144,0.11895910780669144,0.12359550561797752,0.12080160023019552,0.0020088033150065013,2.624179997247703,2.634967846816845,2.6336096724613007,2.624179997247703,2.634967846816845,2.630919172175283,0.0047974658882516345
5,,,,,,,,,,,2.6311862801449935,2.6434902521280144,2.65744615106454,2.6311862801449935,2.65744615106454,2.6440408944458493,0.010727615777343292,0.1348314606741573,0.0898876404494382,0.09665427509293681,0.0898876404494382,0.1348314606741573,0.10712445873884409,0.01978560593431895,2.6130123620622614,2.6292238905188743,2.6336292094900706,2.6130123620622614,2.6336292094900706,2.6252884873570688,0.008864880070625232
6,,,,,,,,,,,2.63624676978852,2.6476075759300817,2.6531927291598163,2.63624676978852,2.6531927291598163,2.645682358292806,0.0070508265220736175,0.15730337078651685,0.10486891385767791,0.11895910780669144,0.10486891385767791,0.15730337078651685,0.12704379748362873,0.022156484735246982,2.6119842306058505,2.6247353535912903,2.6278752429777805,2.6119842306058505,2.6278752429777805,2.6215316090583074,0.0068716350711056145
7,,,,,,,,,,,2.6150234369731384,2.6390328443967377,2.661557492493205,2.6150234369731384,2.661557492493205,2.6385379246210268,0.0190006717420631,0.1647940074906367,0.11235955056179775,0.10780669144981413,0.10780669144981413,0.1647940074906367,0.1283200831674162,0.025857848559324048,2.5930541856458573,2.6168507574202864,2.6303251179620677,2.5930541856458573,2.6303251179620677,2.6134100203427373,0.015409079631989711
8,,,,,,,,,,,2.629709678159756,2.6289527306189906,2.6435025427382803,2.6289527306189906,2.6435025427382803,2.6340549838390093,0.006687576504796979,0.1947565543071161,0.1348314606741573,0.11152416356877323,0.11152416356877323,0.1947565543071161,0.14703739285001557,0.035058487343450184,2.602112379859896,2.6099589219254056,2.620890356794166,2.602112379859896,2.620890356794166,2.610987219526489,0.007700482729599465
9,,,,,,,,,,,2.624253650487215,2.6184491267571084,2.632581861951677,2.6184491267571084,2.632581861951677,2.6250948797320004,0.005800247178736568,0.18726591760299627,0.1348314606741573,0.11895910780669144,0.11895910780669144,0.18726591760299627,0.147018828694615,0.02918737193361423,2.5823377375299117,2.5946518883723,2.6287441492967,2.5823377375299117,2.6287441492967,2.601911258399637,0.01962842502023585
10,,,,,,,,,,,2.61438448665461,2.595771459432749,2.642826552106236,2.595771459432749,2.642826552106236,2.6176608327311985,0.01934935432751875,0.15730337078651685,0.14606741573033707,0.137546468401487,0.137546468401487,0.15730337078651685,0.14697241830611363,0.008091067923314009,2.5688277853562145,2.585998133327184,2.6229266384720358,2.5688277853562145,2.6229266384720358,2.592584185718478,0.022571420597552933
