0,batch_size,lr,max_epochs,module__activation_fct,module__channel_list,module__conv_type,module__dropout,module__fc_hidden_layers,module__preprocess,module__temporal_attention,train_loss_0,train_loss_1,train_loss_2,train_loss_min,train_loss_max,train_loss_mean,train_loss_std,valid_acc_0,valid_acc_1,valid_acc_2,valid_acc_min,valid_acc_max,valid_acc_mean,valid_acc_std,valid_loss_0,valid_loss_1,valid_loss_2,valid_loss_min,valid_loss_max,valid_loss_mean,valid_loss_std
1,64,0.0001,2000,prelu,"[(132, None), (132, 66), (66, 66), (132, 66), (132, 66), (132, 66)]",regular,0.534272844142871,"[1936, 128]",LSC,general_attention,2.86784040755785,2.809646224975586,2.8168970771377944,2.809646224975586,2.86784040755785,2.8314612365570766,0.02589371579228145,0.0749063670411985,0.0749063670411985,0.07434944237918216,0.07434944237918216,0.0749063670411985,0.07472072548719305,0.0002625368034145223,2.639335865385077,2.6399159851145657,2.6411203717653637,2.639335865385077,2.6411203717653637,2.6401240740883356,0.0007432323643269322
2,,,,,,,,,,,2.70879860240984,2.6928043622236983,2.702502082997434,2.6928043622236983,2.70879860240984,2.7013683492103238,0.0065786495072075735,0.08239700374531835,0.06367041198501873,0.07063197026022305,0.06367041198501873,0.08239700374531835,0.07223312866352004,0.007728479406867683,2.6399273256237588,2.6396795587146773,2.6401356250380053,2.6396795587146773,2.6401356250380053,2.639914169792147,0.0001864205456264855
3,,,,,,,,,,,2.679120024771961,2.692577604147104,2.696622094207646,2.679120024771961,2.696622094207646,2.6894399077089037,0.0074817316550206125,0.0749063670411985,0.0749063670411985,0.07806691449814127,0.0749063670411985,0.07806691449814127,0.07595988286017942,0.0014898963593774162,2.638626514749134,2.639526025186317,2.6382022169886024,2.6382022169886024,2.639526025186317,2.6387849189746846,0.0005519275073705308
4,,,,,,,,,,,2.69522163154301,2.68484446819012,2.681869678644316,2.681869678644316,2.69522163154301,2.6873119261258154,0.005723339529246553,0.07865168539325842,0.07116104868913857,0.06691449814126393,0.06691449814126393,0.07865168539325842,0.0722424107412203,0.004852312099254493,2.638365001714185,2.6390722744473805,2.638485786196911,2.638365001714185,2.6390722744473805,2.638641020786159,0.0003089034509946913
5,,,,,,,,,,,2.6996516951927205,2.6696083509005035,2.6757165361231694,2.6696083509005035,2.6996516951927205,2.6816588607387977,0.012964928343889898,0.0898876404494382,0.0749063670411985,0.07434944237918216,0.07434944237918216,0.0898876404494382,0.07971448328993963,0.007197100629822327,2.6384778299581693,2.6392592383681164,2.6383596175665307,2.6383596175665307,2.6392592383681164,2.638698895297605,0.00039915060640184467
6,,,,,,,,,,,2.6688003377115876,2.6794433190272406,2.676396255088909,2.6688003377115876,2.6794433190272406,2.6748799706092456,0.004475310178359006,0.08239700374531835,0.07116104868913857,0.09293680297397769,0.07116104868913857,0.09293680297397769,0.08216495180281154,0.008891428634606034,2.63797796799449,2.639144388477454,2.637775887343963,2.637775887343963,2.639144388477454,2.6382994146053025,0.0006031554696171191
7,,,,,,,,,,,2.670612775327152,2.669440562908466,2.6622985148935188,2.6622985148935188,2.670612775327152,2.667450617709713,0.0036743836725907208,0.07865168539325842,0.07116104868913857,0.09293680297397769,0.07116104868913857,0.09293680297397769,0.0809165123521249,0.009033011662180323,2.63723741934987,2.63885140329711,2.636797515876231,2.636797515876231,2.63885140329711,2.6376287795077373,0.0008829818662862709
8,,,,,,,,,,,2.66814084736858,2.6665217289557823,2.6633179775781946,2.6633179775781946,2.66814084736858,2.665993517967519,0.0020040414815807595,0.0749063670411985,0.0749063670411985,0.07806691449814127,0.0749063670411985,0.07806691449814127,0.07595988286017942,0.0014898963593774162,2.636984561713001,2.6389662442582376,2.637470378308491,2.636984561713001,2.6389662442582376,2.6378070614265763,0.0008433200535291429
9,,,,,,,,,,,2.6678019173450487,2.6713902876927302,2.666131012701575,2.666131012701575,2.6713902876927302,2.668441072579785,0.002194141125621545,0.0898876404494382,0.07116104868913857,0.06319702602230483,0.06319702602230483,0.0898876404494382,0.07474857172029387,0.011187789944064833,2.6380439188596463,2.6383434056342763,2.638284308316539,2.6380439188596463,2.6383434056342763,2.638223877603487,0.00012951701395192187
10,,,,,,,,,,,2.6616608844110896,2.665659148876484,2.6637232850282406,2.6616608844110896,2.665659148876484,2.663681106105271,0.0016325570903678727,0.06741573033707865,0.07116104868913857,0.07063197026022305,0.06741573033707865,0.07116104868913857,0.06973624976214676,0.001655010331805564,2.637730539514777,2.6383250616909413,2.637806928733911,2.637730539514777,2.6383250616909413,2.6379541766465433,0.0002641030295403848
