0,batch_size,lr,max_epochs,module__activation_fct,module__channel_list,module__conv_type,module__dropout,module__fc_hidden_layers,module__preprocess,module__temporal_attention,train_loss_0,train_loss_1,train_loss_2,train_loss_min,train_loss_max,train_loss_mean,train_loss_std,valid_acc_0,valid_acc_1,valid_acc_2,valid_acc_min,valid_acc_max,valid_acc_mean,valid_acc_std,valid_loss_0,valid_loss_1,valid_loss_2,valid_loss_min,valid_loss_max,valid_loss_mean,valid_loss_std
1,64,0.0001,2000,prelu,"[(110, None), (22, 22)]",temporal,0.4195774758308171,"[1936, 128]",LSC,general_attention,2.7654933126300887,2.7298732830927923,2.7108496043953134,2.7108496043953134,2.7654933126300887,2.7354054000393986,0.02264857539073932,0.06367041198501873,0.07116104868913857,0.07434944237918216,0.06367041198501873,0.07434944237918216,0.06972696768444649,0.004476074454689107,2.6433723294333125,2.6397584073998956,2.637955562775906,2.637955562775906,2.6433723294333125,2.6403620998697046,0.00225220983388543
2,,,,,,,,,,,2.6855279327700985,2.6607633664057806,2.6607047698401303,2.6607047698401303,2.6855279327700985,2.6689986896720033,0.011687964363290603,0.0749063670411985,0.07116104868913857,0.09293680297397769,0.07116104868913857,0.09293680297397769,0.07966807290143825,0.009506182223269356,2.636713367276424,2.639434175991387,2.6373329180323943,2.636713367276424,2.639434175991387,2.6378268204334017,0.0011643752837595866
3,,,,,,,,,,,2.6721329356295427,2.66314362012423,2.653409348287564,2.653409348287564,2.6721329356295427,2.662895301347112,0.007645888978158035,0.10112359550561797,0.07865168539325842,0.07434944237918216,0.07434944237918216,0.10112359550561797,0.0847082410926862,0.011739540567803646,2.637059749288952,2.636883899067225,2.6376040912472183,2.636883899067225,2.6376040912472183,2.6371825798677984,0.00030657756751553873
4,,,,,,,,,,,2.6547392109934242,2.6516067798321066,2.6490870532732247,2.6490870532732247,2.6547392109934242,2.651811014699585,0.0023119985055248,0.11610486891385768,0.07865168539325842,0.09665427509293681,0.07865168539325842,0.11610486891385768,0.09713694313335097,0.01529400678446408,2.627984068366919,2.6364921273363664,2.636543743672424,2.627984068366919,2.636543743672424,2.6336733131252363,0.00402295873717924
5,,,,,,,,,,,2.658661334071742,2.642285108566284,2.6419099199519223,2.6419099199519223,2.658661334071742,2.6476187875299826,0.0078097617214729995,0.10486891385767791,0.07865168539325842,0.1412639405204461,0.07865168539325842,0.1412639405204461,0.10826151325712748,0.025673669015054697,2.6245266828644143,2.6333371226707203,2.6337932219735753,2.6245266828644143,2.6337932219735753,2.630552342502903,0.004264851478672545
6,,,,,,,,,,,2.64443879705765,2.639097921664898,2.6294681575716345,2.6294681575716345,2.64443879705765,2.637668292098061,0.006194776949379423,0.13857677902621723,0.08239700374531835,0.12267657992565056,0.08239700374531835,0.13857677902621723,0.11455012089906204,0.023644185894016186,2.6224560407217075,2.632761535573095,2.6315566022156784,2.6224560407217075,2.632761535573095,2.62892472617016,0.004600426405760185
7,,,,,,,,,,,2.6410577382114324,2.6403927106123706,2.6324884661819663,2.6324884661819663,2.6410577382114324,2.6379796383352563,0.0038923252810010795,0.10486891385767791,0.10486891385767791,0.12639405204460966,0.10486891385767791,0.12639405204460966,0.1120439599199885,0.010147047451971297,2.624141336826796,2.629181311818098,2.6266754178752687,2.624141336826796,2.629181311818098,2.6266660221733873,0.002057571900347204
8,,,,,,,,,,,2.6410866846134162,2.645697542337271,2.635713377439907,2.635713377439907,2.645697542337271,2.6408325347968646,0.004079978044988205,0.10861423220973783,0.11235955056179775,0.10408921933085502,0.10408921933085502,0.11235955056179775,0.1083543340341302,0.0033813463752022208,2.6225810908199696,2.6260010285323925,2.6257331486528246,2.6225810908199696,2.6260010285323925,2.6247717560017287,0.0015528898568794632
9,,,,,,,,,,,2.64552165913513,2.6373708908374494,2.6122533282792637,2.6122533282792637,2.64552165913513,2.6317152927506147,0.014158267355711426,0.1198501872659176,0.11235955056179775,0.09665427509293681,0.09665427509293681,0.1198501872659176,0.10962133764021738,0.009665607167929387,2.6161423381348228,2.6215782040513855,2.6234809944620805,2.6161423381348228,2.6234809944620805,2.6204005122160963,0.0031095752889615203
10,,,,,,,,,,,2.635469982782388,2.6242437179271993,2.6142019077073173,2.6142019077073173,2.635469982782388,2.6246385361389684,0.008687142430625804,0.12359550561797752,0.12359550561797752,0.15613382899628253,0.12359550561797752,0.15613382899628253,0.13444161341074587,0.015338712739493495,2.600053015719639,2.607970281486654,2.6046433023360582,2.600053015719639,2.607970281486654,2.60422219984745,0.0032458968751148767
