0,batch_size,lr,max_epochs,module__activation_fct,module__channel_list,module__conv_type,module__dropout,module__fc_hidden_layers,module__preprocess,train_loss_0,train_loss_1,train_loss_min,train_loss_max,train_loss_mean,train_loss_std,valid_acc_0,valid_acc_1,valid_acc_min,valid_acc_max,valid_acc_mean,valid_acc_std,valid_loss_0,valid_loss_1,valid_loss_min,valid_loss_max,valid_loss_mean,valid_loss_std
1,512,0.0001,2000,prelu,"[(132, 11), (22, 11)]",regular,0.13964661541487028,"[1936, 128]",,2.7367196019002433,2.6893083083159195,2.6893083083159195,2.7367196019002433,2.7130139551080816,0.023705646792161916,0.07169811320754717,0.08582089552238806,0.07169811320754717,0.08582089552238806,0.07875950436496762,0.007061391157420445,2.6358137130737305,2.6391940116882324,2.6358137130737305,2.6391940116882324,2.6375038623809814,0.0016901493072509766
2,,,,,,,,,,2.6485590051552155,2.6434643172208108,2.6434643172208108,2.6485590051552155,2.6460116611880133,0.0025473439672023535,0.16226415094339622,0.08208955223880597,0.08208955223880597,0.16226415094339622,0.12217685159110109,0.040087299352295123,2.6261792182922363,2.6380319595336914,2.6261792182922363,2.6380319595336914,2.632105588912964,0.005926370620727539
3,,,,,,,,,,2.6430926611235868,2.6464993026648953,2.6430926611235868,2.6464993026648953,2.644795981894241,0.0017033207706542708,0.07169811320754717,0.08955223880597014,0.07169811320754717,0.08955223880597014,0.08062517600675866,0.008927062799211488,2.6302883625030518,2.639146566390991,2.6302883625030518,2.639146566390991,2.6347174644470215,0.0044291019439697266
4,,,,,,,,,,2.6422810787889186,2.655748002912358,2.6422810787889186,2.655748002912358,2.6490145408506383,0.006733462061719653,0.0830188679245283,0.07462686567164178,0.07462686567164178,0.0830188679245283,0.07882286679808503,0.0041960011264432565,2.624831199645996,2.6396994590759277,2.624831199645996,2.6396994590759277,2.632265329360962,0.00743412971496582
5,,,,,,,,,,2.63970863704718,2.647738964771054,2.63970863704718,2.647738964771054,2.6437238009091173,0.00401516386193701,0.12452830188679245,0.07462686567164178,0.07462686567164178,0.12452830188679245,0.09957758377921712,0.024950718107575334,2.614929676055908,2.631436586380005,2.614929676055908,2.631436586380005,2.6231831312179565,0.00825345516204834
6,,,,,,,,,,2.624780056343884,2.650309172585334,2.624780056343884,2.650309172585334,2.637544614464609,0.012764558120724967,0.1169811320754717,0.11567164179104478,0.11567164179104478,0.1169811320754717,0.11632638693325824,0.0006547451422134615,2.6091346740722656,2.617241621017456,2.6091346740722656,2.617241621017456,2.613188147544861,0.004053473472595215
7,,,,,,,,,,2.615194963173308,2.6326810051548124,2.615194963173308,2.6326810051548124,2.62393798416406,0.008743020990752193,0.17735849056603772,0.13805970149253732,0.13805970149253732,0.17735849056603772,0.1577090960292875,0.0196493945367502,2.599778413772583,2.621955156326294,2.599778413772583,2.621955156326294,2.6108667850494385,0.011088371276855469
8,,,,,,,,,,2.6045902475514477,2.642937952102206,2.6045902475514477,2.642937952102206,2.623764099826827,0.019173852275379044,0.16226415094339622,0.16044776119402984,0.16044776119402984,0.16226415094339622,0.16135595606871303,0.000908194874683188,2.5807995796203613,2.6141746044158936,2.5807995796203613,2.6141746044158936,2.5974870920181274,0.016687512397766113
9,,,,,,,,,,2.5829414923223104,2.6412102629980065,2.5829414923223104,2.6412102629980065,2.6120758776601587,0.029134385337848068,0.18490566037735848,0.12313432835820895,0.12313432835820895,0.18490566037735848,0.1540199943677837,0.030885666009574764,2.560478448867798,2.608598232269287,2.560478448867798,2.608598232269287,2.5845383405685425,0.02405989170074463
10,,,,,,,,,,2.5846476687579605,2.638069841928271,2.5846476687579605,2.638069841928271,2.6113587553431157,0.026711086585155197,0.2490566037735849,0.1044776119402985,0.1044776119402985,0.2490566037735849,0.17676710785694172,0.0722894959166432,2.545673131942749,2.598811149597168,2.545673131942749,2.598811149597168,2.5722421407699585,0.026569008827209473
11,,,,,,,,,,2.5725502281408623,2.6257240937465194,2.5725502281408623,2.6257240937465194,2.599137160943691,0.026586932802828533,0.1660377358490566,0.12313432835820895,0.12313432835820895,0.1660377358490566,0.14458603210363277,0.021451703745423822,2.5272765159606934,2.5920703411102295,2.5272765159606934,2.5920703411102295,2.5596734285354614,0.032396912574768066
12,,,,,,,,,,2.573033113626052,2.6068764921561014,2.573033113626052,2.6068764921561014,2.589954802891077,0.016921689265024797,0.1811320754716981,0.13805970149253732,0.13805970149253732,0.1811320754716981,0.1595958884821177,0.02153618698958039,2.505887269973755,2.5709104537963867,2.505887269973755,2.5709104537963867,2.538398861885071,0.03251159191131592
13,,,,,,,,,,2.5450368421777885,2.5891900610992606,2.5450368421777885,2.5891900610992606,2.567113451638525,0.022076609460736085,0.2679245283018868,0.1865671641791045,0.1865671641791045,0.2679245283018868,0.22724584624049565,0.04067868206139115,2.4808995723724365,2.553304672241211,2.4808995723724365,2.553304672241211,2.5171021223068237,0.03620254993438721
14,,,,,,,,,,2.519583759747174,2.5752822806676843,2.519583759747174,2.5752822806676843,2.5474330202074293,0.027849260460255154,0.2641509433962264,0.19776119402985073,0.19776119402985073,0.2641509433962264,0.2309560687130386,0.03319487468318784,2.4698076248168945,2.535479784011841,2.4698076248168945,2.535479784011841,2.5026437044143677,0.032836079597473145
15,,,,,,,,,,2.495192454552239,2.5663209893132084,2.495192454552239,2.5663209893132084,2.5307567219327236,0.03556426738048479,0.26037735849056604,0.27238805970149255,0.26037735849056604,0.27238805970149255,0.2663827090960293,0.0060053506054632555,2.4516820907592773,2.5002713203430176,2.4516820907592773,2.5002713203430176,2.4759767055511475,0.024294614791870117
16,,,,,,,,,,2.492433052374168,2.537290332177376,2.492433052374168,2.537290332177376,2.5148616922757716,0.02242863990160404,0.32075471698113206,0.30223880597014924,0.30223880597014924,0.32075471698113206,0.31149676147564065,0.009257955505491411,2.42336368560791,2.477433681488037,2.42336368560791,2.477433681488037,2.4503986835479736,0.027034997940063477
17,,,,,,,,,,2.4584624673491935,2.5304440586927193,2.4584624673491935,2.5304440586927193,2.494453263020956,0.03599079567176289,0.33962264150943394,0.30223880597014924,0.30223880597014924,0.33962264150943394,0.3209307237397916,0.018691917769642352,2.40677809715271,2.4541168212890625,2.40677809715271,2.4541168212890625,2.4304474592208862,0.02366936206817627
18,,,,,,,,,,2.445265917540054,2.503917272786204,2.445265917540054,2.503917272786204,2.4745915951631288,0.02932567762307481,0.3132075471698113,0.31343283582089554,0.3132075471698113,0.31343283582089554,0.3133201914953534,0.00011264432554211612,2.3910937309265137,2.4249253273010254,2.3910937309265137,2.4249253273010254,2.4080095291137695,0.01691579818725586
19,,,,,,,,,,2.4317486146590075,2.5005729161740726,2.4317486146590075,2.5005729161740726,2.4661607654165403,0.03441215075753257,0.27547169811320754,0.3208955223880597,0.27547169811320754,0.3208955223880597,0.2981836102506336,0.02271191213742607,2.3677380084991455,2.3975088596343994,2.3677380084991455,2.3975088596343994,2.3826234340667725,0.014885425567626953
20,,,,,,,,,,2.4562571806093096,2.454084908078793,2.454084908078793,2.4562571806093096,2.455171044344051,0.0010861362652583306,0.3471698113207547,0.291044776119403,0.291044776119403,0.3471698113207547,0.31910729372007884,0.02806251760067585,2.331214189529419,2.3737165927886963,2.331214189529419,2.3737165927886963,2.3524653911590576,0.021251201629638672
21,,,,,,,,,,2.4001222546864835,2.4416536165041003,2.4001222546864835,2.4416536165041003,2.420887935595292,0.02076568090880837,0.3471698113207547,0.3283582089552239,0.3283582089552239,0.3471698113207547,0.3377640101379893,0.009405801182765405,2.301474094390869,2.344313859939575,2.301474094390869,2.344313859939575,2.322893977165222,0.021419882774353027
22,,,,,,,,,,2.351648364552152,2.415152713584716,2.351648364552152,2.415152713584716,2.3834005390684343,0.031752174516282095,0.39622641509433965,0.3619402985074627,0.3619402985074627,0.39622641509433965,0.37908335680090116,0.017143058293438485,2.266957998275757,2.3113105297088623,2.266957998275757,2.3113105297088623,2.2891342639923096,0.022176265716552734
