,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_lr,param_max_epochs,param_module__activation_fct,param_module__channel_list,param_module__conv_type,param_module__dropout,param_module__fc_hidden_layers,param_module__preprocess,param_module__temporal_attention,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
11,154.2971371014913,13.930149549820767,0.03293426831563314,0.0005013107799763218,128,0.0001,2000,prelu,"[(22, 1)]",regular,0.4,"[2048, 32]",,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(22, 1)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [2048, 32], 'module__preprocess': None, 'module__temporal_attention': None}",0.9342507645259939,0.9127105666156202,0.9142419601837672,0.9204081632653062,0.009815609377069497,1,0.9846860643185299,0.9824024483550114,0.9808722264728386,0.98265357971546,0.001567086468249796
8,162.67926375071207,6.957883450484498,0.035224199295043945,0.00020513984924106277,128,0.0001,2000,prelu,"[(22, 1)]",regular,0.4,"[1024, 32]",,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(22, 1)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [1024, 32], 'module__preprocess': None, 'module__temporal_attention': None}",0.9281345565749235,0.9234303215926493,0.9035222052067381,0.9183673469387755,0.010667429531955586,2,0.9831546707503829,0.9808722264728386,0.9808722264728386,0.98163304123202,0.0010759545508880104
5,169.21778798103333,10.112699490461507,0.03356639544169108,0.0003129128776937215,128,0.0001,2000,prelu,"[(22, 1)]",regular,0.4,"[512, 32]",,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(22, 1)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [512, 32], 'module__preprocess': None, 'module__temporal_attention': None}",0.9250764525993884,0.9188361408882083,0.9081163859111792,0.9173469387755102,0.007004345681572003,3,0.9808575803981623,0.9808722264728386,0.9793420045906657,0.9803572704872221,0.0007179262995641747
12,114.5211747487386,20.24570089465205,0.03337256113688151,0.0002621044311451097,128,0.0001,2000,prelu,"[(22, 1)]",regular,0.4,"[2048, 128]",,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(22, 1)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [2048, 128], 'module__preprocess': None, 'module__temporal_attention': None}",0.9296636085626911,0.9142419601837672,0.9065849923430321,0.9168367346938775,0.00959983678651443,4,0.9831546707503829,0.9824024483550114,0.9831675592960979,0.9829082261338308,0.0003576776013984226
6,110.47567001978557,15.431441896940866,0.03415385882059733,0.0005094102316796367,128,0.0001,2000,prelu,"[(22, 1)]",regular,0.4,"[512, 128]",,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(22, 1)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [512, 128], 'module__preprocess': None, 'module__temporal_attention': None}",0.9327217125382263,0.9157733537519143,0.900459418070444,0.9163265306122449,0.013178504409277087,5,0.9831546707503829,0.9793420045906657,0.9693955623565417,0.9772974125658634,0.005800203063070672
10,83.19914221763611,10.274829403865366,0.03413685162862142,0.0005213226846876715,128,0.0001,2000,prelu,"[(22, 1)]",regular,0.4,"[1024, 512]",,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(22, 1)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [1024, 512], 'module__preprocess': None, 'module__temporal_attention': None}",0.926605504587156,0.9188361408882083,0.8989280245022971,0.914795918367347,0.01165597558355767,6,0.9808575803981623,0.9762815608263198,0.9801071155317521,0.9790820855854113,0.0020038302612152325
9,101.90661891301473,23.90884223239055,0.035930474599202476,0.0007462454383682235,128,0.0001,2000,prelu,"[(22, 1)]",regular,0.4,"[1024, 128]",,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(22, 1)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [1024, 128], 'module__preprocess': None, 'module__temporal_attention': None}",0.9220183486238532,0.9127105666156202,0.9050535987748851,0.9132653061224489,0.006937800917047325,7,0.9839203675344563,0.9801071155317521,0.9716908951798011,0.9785727927486699,0.005109181821018117
3,109.26508975028992,7.802773061023481,0.03502607345581055,0.0005660960187797646,128,0.0001,2000,prelu,"[(22, 1)]",regular,0.4,[1024],,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(22, 1)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [1024], 'module__preprocess': None, 'module__temporal_attention': None}",0.918960244648318,0.9142419601837672,0.8973966309341501,0.9102040816326531,0.009255482603186545,8,0.9785604900459418,0.9778117827084928,0.9762815608263198,0.9775512778602514,0.000948429114898136
2,139.50488368670145,26.72873805637732,0.03327020009358724,0.00033805682628915785,128,0.0001,2000,prelu,"[(22, 1)]",regular,0.4,[512],,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(22, 1)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [512], 'module__preprocess': None, 'module__temporal_attention': None}",0.9250764525993884,0.9111791730474732,0.889739663093415,0.9086734693877551,0.014536320864121623,9,0.9823889739663093,0.9762815608263198,0.9770466717674062,0.9785724021866784,0.0027167399335537683
7,95.46145216623943,11.112065620092796,0.03533713022867838,0.0007377956915012788,128,0.0001,2000,prelu,"[(22, 1)]",regular,0.4,"[512, 512]",,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(22, 1)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [512, 512], 'module__preprocess': None, 'module__temporal_attention': None}",0.918960244648318,0.9081163859111792,0.8989280245022971,0.9086734693877551,0.00818863330604637,9,0.9793261868300153,0.9770466717674062,0.9671002295332823,0.9744910293769014,0.005308294702726646
1,195.3318285147349,31.070699761143008,0.031244357426961262,0.0004462107303083883,128,0.0001,2000,prelu,"[(22, 1)]",regular,0.4,[128],,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(22, 1)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [128], 'module__preprocess': None, 'module__temporal_attention': None}",0.9250764525993884,0.9081163859111792,0.889739663093415,0.9076530612244897,0.014431735983694316,11,0.9770290964777948,0.9678653404743688,0.9724560061208876,0.972450147691017,0.0037410900161567837
13,75.13381814956665,5.463290610586408,0.03345282872517904,0.0005727435703919145,128,0.0001,2000,prelu,"[(22, 1)]",regular,0.4,"[2048, 512]",,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(22, 1)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [2048, 512], 'module__preprocess': None, 'module__temporal_attention': None}",0.9143730886850153,0.9050535987748851,0.891271056661562,0.9035714285714286,0.009490566923168688,12,0.9823889739663093,0.9770466717674062,0.9755164498852333,0.9783173652063163,0.002946058742683077
4,89.02875725428264,6.72102394078285,0.03309003512064616,0.000883707467923866,128,0.0001,2000,prelu,"[(22, 1)]",regular,0.4,[2048],,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(22, 1)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [2048], 'module__preprocess': None, 'module__temporal_attention': None}",0.9128440366972477,0.8958652373660031,0.8973966309341501,0.9020408163265307,0.007670385319941524,13,0.9762633996937213,0.9778117827084928,0.9801071155317521,0.9780607659779887,0.001579036069304908
0,301.6557632287343,49.061423382376404,0.03096922238667806,0.000609224563367243,128,0.0001,2000,prelu,"[(22, 1)]",regular,0.4,[32],,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(22, 1)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [32], 'module__preprocess': None, 'module__temporal_attention': None}",0.9051987767584098,0.892802450229709,0.8621745788667687,0.886734693877551,0.018082778306405853,14,0.9356814701378254,0.9625095638867636,0.9472073450650345,0.9484661263632078,0.010988632044615518
