,acc,cm,config_id,config_params,f1_score
0,0.8912783751493429,"[[52  3  0  2  1  0  0  0  0  0  0  0  0  0]
 [ 3 46  0  1  3  0  0  0  0  1  0  0  0  7]
 [ 0  2 46  0  0  0  1  0  1  0  0  0  0  5]
 [ 6  0  0 42  0  0  0  0  0  0  0  0  0  3]
 [ 0  2  0  0 51  0  2  0  0  0  0  0  0  0]
 [ 0  1  0  0  0 55  0  0  0  0  0  0  0  2]
 [ 0  0  0  0  0  0 62  0  0  0  0  0  0  0]
 [ 0  0  0  0  1  0  0 53  0  0  0  0  0  0]
 [ 0  0  6  1  0  1  0  0 55  1  0  0  1  3]
 [ 0  4  0  3  3  0  0  0  0 48  0  1  0  2]
 [ 0  0  0  0  0  1  0  3  0  0 62  0  1  2]
 [ 0  0  0  0  0  0  0  0  0  0  0 57  0  0]
 [ 0  0  0  0  0  0  1  0  0  0  0  0 57  0]
 [ 0  2  1  0  6  0  1  0  0  0  0  0  0 60]]",115631,"{'max_epochs': 2000, 'batch_size': 64, 'lr': 0.0001, 'module__dropout': 0.4, 'module__activation_fct': 'prelu', 'module__preprocess': None, 'module__conv_type': 'regular', 'module__channel_list': [(66, 3), (66, 3), (66, 3)], 'module__fc_hidden_layers': [1400, 70], 'module__temporal_attention': None}",0.891968403688903
0,0.8733572281959379,"[[53  2  0  2  1  0  0  0  0  0  0  0  0  0]
 [ 6 41  0  5  2  0  0  0  0  1  0  0  0  6]
 [ 0  3 37  1  0  0  1  0  1  0  0  0  0 12]
 [ 7  0  0 44  0  0  0  0  0  0  0  0  0  0]
 [ 0  2  0  0 49  0  4  0  0  0  0  0  0  0]
 [ 0  1  0  8  0 48  0  0  0  0  0  0  0  1]
 [ 0  0  0  0  0  0 62  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0 53  0  0  0  0  0  1]
 [ 0  0  5  2  0  1  0  0 55  1  0  0  1  3]
 [ 0  1  0  6  0  0  0  0  0 52  0  1  0  1]
 [ 0  0  0  1  0  0  0  1  0  0 64  0  1  2]
 [ 0  0  0  0  0  0  0  0  0  0  0 57  0  0]
 [ 0  0  0  0  0  0  1  0  0  0  0  0 57  0]
 [ 0  1  0  4  5  0  1  0  0  0  0  0  0 59]]",120207,"{'max_epochs': 2000, 'batch_size': 64, 'lr': 0.0001, 'module__dropout': 0.4, 'module__activation_fct': 'prelu', 'module__preprocess': None, 'module__conv_type': 'regular', 'module__channel_list': [(66, 3), (66, 3), (66, 3), (66, 3)], 'module__fc_hidden_layers': [1400, 70], 'module__temporal_attention': None}",0.8750828922253824
0,0.8924731182795699,"[[57  0  0  1  0  0  0  0  0  0  0  0  0  0]
 [ 7 45  0  4  2  0  0  0  0  1  0  0  0  2]
 [ 0  2 46  3  0  0  0  0  1  0  0  0  0  3]
 [ 6  0  0 45  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  1 53  0  1  0  0  0  0  0  0  0]
 [ 0  0  0  2  1 54  0  0  0  0  0  0  0  1]
 [ 0  0  0  0  0  0 62  0  0  0  0  0  0  0]
 [ 0  0  0  0  2  0  0 51  0  0  0  0  0  1]
 [ 0  2  6  0  0  0  0  0 57  1  0  0  0  2]
 [ 0  2  0  8  0  0  0  0  0 50  0  0  0  1]
 [ 0  1  0  1  0  0  0  1  0  0 65  0  1  0]
 [ 0  1  0  1  0  0  0  0  0  0  1 54  0  0]
 [ 0  0  0  0  0  0  1  0  0  0  0  0 57  0]
 [ 0  0  0 11  7  0  0  0  0  0  1  0  0 51]]",120838,"{'max_epochs': 2000, 'batch_size': 64, 'lr': 0.0001, 'module__dropout': 0.4, 'module__activation_fct': 'prelu', 'module__preprocess': None, 'module__conv_type': 'regular', 'module__channel_list': [(66, 66), (66, 66), (66, 66)], 'module__fc_hidden_layers': [1400, 70], 'module__temporal_attention': None}",0.8947175033533938
0,0.9080047789725209,"[[51  2  1  2  1  0  0  0  1  0  0  0  0  0]
 [ 2 46  0  3  3  0  0  0  0  3  0  0  0  4]
 [ 0  1 51  0  0  0  0  0  1  0  0  0  0  2]
 [ 6  0  0 45  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  0  0 52  0  2  0  0  0  0  0  0  0]
 [ 0  1  0  1  0 55  0  0  0  0  0  0  0  1]
 [ 0  0  0  0  0  0 62  0  0  0  0  0  0  0]
 [ 0  0  0  1  1  0  0 52  0  0  0  0  0  0]
 [ 0  1  6  0  1  1  0  0 58  1  0  0  0  0]
 [ 0  1  0  5  0  0  0  0  0 55  0  0  0  0]
 [ 0  0  0  1  0  0  0  0  0  0 68  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0 57  0  0]
 [ 0  0  0  0  0  0  1  0  0  0  0  0 57  0]
 [ 0  5  5  1  7  0  1  0  0  0  0  0  0 51]]",121915,"{'max_epochs': 2000, 'batch_size': 64, 'lr': 0.0001, 'module__dropout': 0.4, 'module__activation_fct': 'prelu', 'module__preprocess': None, 'module__conv_type': 'regular', 'module__channel_list': [(66, 1), (66, 1), (66, 1)], 'module__fc_hidden_layers': [1400, 70], 'module__temporal_attention': None}",0.9079851162086747
0,0.8853046594982079,"[[55  1  0  2  0  0  0  0  0  0  0  0  0  0]
 [ 3 45  0  3  3  0  0  0  0  3  0  0  0  4]
 [ 0  0 43  0  0  1  0  0  1  0  0  0  0 10]
 [ 6  0  0 45  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0 53  0  2  0  0  0  0  0  0  0]
 [ 0  1  0  1  1 55  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0 62  0  0  0  0  0  0  0]
 [ 0  0  0  0  2  0  0 51  0  0  0  0  0  1]
 [ 0  0  7  0  0  1  0  0 55  1  0  0  1  3]
 [ 1  1  0  8  1  0  0  0  0 49  0  0  0  1]
 [ 0  0  0  1  0  1  0  6  0  0 59  0  1  1]
 [ 0  0  0  0  0  0  0  0  0  0  0 57  0  0]
 [ 0  0  0  0  0  0  3  0  0  0  0  0 55  0]
 [ 0  1  0  4  6  0  2  0  0  0  0  0  0 57]]",122408,"{'max_epochs': 2000, 'batch_size': 64, 'lr': 0.0001, 'module__dropout': 0.4, 'module__activation_fct': 'prelu', 'module__preprocess': None, 'module__conv_type': 'regular', 'module__channel_list': [(66, 22), (66, 22), (66, 22)], 'module__fc_hidden_layers': [1400, 70], 'module__temporal_attention': None}",0.8857403370729149
0,0.8769414575866189,"[[53  1  1  2  1  0  0  0  0  0  0  0  0  0]
 [ 7 39  0  6  3  0  0  0  0  1  0  0  0  5]
 [ 0  1 44  1  0  0  1  0  1  0  0  0  0  7]
 [ 6  0  0 44  0  0  0  0  0  0  0  0  0  1]
 [ 0  0  0  0 46  0  7  0  0  0  0  0  0  2]
 [ 0  1  0  1  1 53  0  1  0  0  0  0  0  1]
 [ 0  0  0  0  0  0 62  0  0  0  0  0  0  0]
 [ 0  0  0  0  2  0  1 50  0  0  0  0  0  1]
 [ 0  1  7  2  0  1  0  0 55  1  0  0  1  0]
 [ 0  3  1  4  1  1  0  0  0 49  0  1  0  1]
 [ 0  0  0  1  0  0  0  0  0  0 66  0  1  1]
 [ 0  0  0  0  0  0  2  0  0  0  0 55  0  0]
 [ 0  0  0  0  0  0  4  0  0  0  0  0 54  0]
 [ 0  0  1  0  4  0  1  0  0  0  0  0  0 64]]",123216,"{'max_epochs': 2000, 'batch_size': 64, 'lr': 0.0001, 'module__dropout': 0.4, 'module__activation_fct': 'prelu', 'module__preprocess': None, 'module__conv_type': 'regular', 'module__channel_list': [(66, 3), (66, 3), (66, 3)], 'module__fc_hidden_layers': [2048, 256], 'module__temporal_attention': None}",0.8771949389818433
0,0.8733572281959379,"[[55  0  0  2  1  0  0  0  0  0  0  0  0  0]
 [19 32  0  0  3  0  0  0  0  1  0  0  0  6]
 [ 0  0 48  1  0  0  1  0  1  0  0  0  0  4]
 [ 7  0  0 42  0  0  0  0  0  0  0  0  0  2]
 [ 0  0  0  0 52  0  2  0  0  0  0  0  0  1]
 [ 0  1  1  0  0 54  0  0  0  0  0  0  0  2]
 [ 0  0  0  0  0  0 62  0  0  0  0  0  0  0]
 [ 0  0  0  0  3  0  1 49  0  0  0  0  0  1]
 [ 0  0  7  2  1  1  0  0 54  1  0  0  1  1]
 [ 0  2  1  5  1  1  0  0  0 50  0  1  0  0]
 [ 0  1  0  1  0  1  0  2  0  0 61  1  1  1]
 [ 0  0  0  0  0  0  1  0  0  0  0 56  0  0]
 [ 0  0  0  0  0  0  1  0  0  0  0  0 57  0]
 [ 0  0  4  1  5  0  1  0  0  0  0  0  0 59]]",123821,"{'max_epochs': 2000, 'batch_size': 64, 'lr': 0.0001, 'module__dropout': 0.4, 'module__activation_fct': 'prelu', 'module__preprocess': None, 'module__conv_type': 'regular', 'module__channel_list': [(66, 3), (66, 3), (66, 3)], 'module__fc_hidden_layers': [1024, 256], 'module__temporal_attention': None}",0.8721064089840794
0,0.8829151732377539,"[[56  1  0  1  0  0  0  0  0  0  0  0  0  0]
 [10 36  0  3  2  0  0  0  0  3  0  1  0  6]
 [ 0  1 44  0  0  0  0  0  1  0  0  0  0  9]
 [ 7  0  0 43  0  0  0  0  0  0  0  0  0  1]
 [ 0  1  0  0 47  0  6  0  0  1  0  0  0  0]
 [ 0  2  1  3  0 47  0  0  0  1  0  0  0  4]
 [ 0  0  0  0  0  0 62  0  0  0  0  0  0  0]
 [ 0  0  0  0  2  0  0 51  0  0  0  0  0  1]
 [ 0  0 10  0  0  0  0  0 56  1  0  0  1  0]
 [ 0  1  0  4  0  0  0  0  0 55  0  1  0  0]
 [ 0  0  0  1  0  0  0  2  0  0 65  0  1  0]
 [ 0  0  0  0  0  0  0  0  0  0  0 57  0  0]
 [ 0  0  0  0  0  0  1  0  0  0  0  1 56  0]
 [ 0  0  1  1  3  0  1  0  0  0  0  0  0 64]]",124437,"{'max_epochs': 2000, 'batch_size': 64, 'lr': 0.0001, 'module__dropout': 0.4, 'module__activation_fct': 'prelu', 'module__preprocess': None, 'module__conv_type': 'regular', 'module__channel_list': [(66, 3), (66, 3), (66, 3)], 'module__fc_hidden_layers': [512, 256], 'module__temporal_attention': None}",0.8818519645966697
0,0.8757467144563919,"[[52  4  0  1  1  0  0  0  0  0  0  0  0  0]
 [ 5 44  0  4  2  0  0  0  0  1  0  0  0  5]
 [ 0  7 33  1  0  0  0  0  1  0  0  0  0 13]
 [ 5  0  0 45  0  0  0  0  0  0  0  0  0  1]
 [ 0  2  0  0 51  0  2  0  0  0  0  0  0  0]
 [ 0  1  0  1  0 52  0  2  0  0  0  0  0  2]
 [ 0  0  0  0  0  0 61  1  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0 53  0  0  0  0  0  1]
 [ 0  0  3  2  0  1  0  0 56  1  0  0  1  4]
 [ 0  1  0  6  0  0  0  0  0 53  0  0  0  1]
 [ 0  0  0  2  0  1  0  5  0  0 59  0  1  1]
 [ 0  0  0  0  0  0  0  0  0  0  0 57  0  0]
 [ 0  0  0  0  0  0  2  1  0  0  0  0 55  0]
 [ 0  0  0  2  4  0  1  0  0  0  1  0  0 62]]",125109,"{'max_epochs': 2000, 'batch_size': 64, 'lr': 0.0001, 'module__dropout': 0.4, 'module__activation_fct': 'prelu', 'module__preprocess': None, 'module__conv_type': 'regular', 'module__channel_list': [(66, 3), (66, 3), (66, 3)], 'module__fc_hidden_layers': [256, 256], 'module__temporal_attention': None}",0.8760559268345437
0,0.8960573476702509,"[[52  3  0  2  1  0  0  0  0  0  0  0  0  0]
 [ 5 49  0  0  2  0  0  0  0  3  0  0  0  2]
 [ 0  5 40  0  0  0  0  0  1  0  0  0  0  9]
 [ 7  0  0 39  0  0  0  0  0  0  0  0  0  5]
 [ 0  3  0  0 49  0  3  0  0  0  0  0  0  0]
 [ 0  2  0  0  0 54  0  0  0  0  0  0  0  2]
 [ 0  0  0  0  0  0 62  0  0  0  0  0  0  0]
 [ 0  0  0  0  3  0  0 50  0  0  0  0  0  1]
 [ 0  1  1  0  0  1  0  0 62  1  0  0  1  1]
 [ 0  1  0  4  0  0  0  0  0 56  0  0  0  0]
 [ 0  1  0  1  0  1  0  1  0  0 64  0  1  0]
 [ 0  0  0  0  0  0  0  0  0  0  0 57  0  0]
 [ 0  0  0  0  0  0  3  0  0  0  0  0 55  0]
 [ 0  3  0  0  5  0  1  0  0  0  0  0  0 61]]",125717,"{'max_epochs': 2000, 'batch_size': 64, 'lr': 0.0001, 'module__dropout': 0.4, 'module__activation_fct': 'prelu', 'module__preprocess': None, 'module__conv_type': 'regular', 'module__channel_list': [(66, 3), (66, 3), (66, 3)], 'module__fc_hidden_layers': [2048, 128], 'module__temporal_attention': None}",0.8970485880891083
0,0.9008363201911589,"[[52  2  1  2  1  0  0  0  0  0  0  0  0  0]
 [ 3 49  0  2  2  0  0  0  0  2  0  0  0  3]
 [ 0  4 46  1  0  0  1  0  1  0  0  0  0  2]
 [ 7  0  0 43  0  0  0  0  0  0  0  0  0  1]
 [ 0  1  0  0 48  0  5  0  0  1  0  0  0  0]
 [ 0  1  0  3  0 53  0  1  0  0  0  0  0  0]
 [ 0  0  0  0  0  0 62  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0 53  0  0  0  0  0  1]
 [ 0  2  6  0  0  1  0  0 57  1  0  0  1  0]
 [ 0  1  0  4  0  0  0  0  0 55  0  1  0  0]
 [ 0  0  0  2  0  0  0  1  0  0 65  0  1  0]
 [ 0  0  0  0  0  0  1  0  0  0  0 56  0  0]
 [ 0  0  0  0  0  0  2  0  0  0  0  0 56  0]
 [ 0  3  2  0  5  0  1  0  0  0  0  0  0 59]]",130226,"{'max_epochs': 2000, 'batch_size': 64, 'lr': 0.0001, 'module__dropout': 0.4, 'module__activation_fct': 'prelu', 'module__preprocess': None, 'module__conv_type': 'regular', 'module__channel_list': [(66, 3), (66, 3), (66, 3)], 'module__fc_hidden_layers': [1024, 128], 'module__temporal_attention': None}",0.901494437896525
